k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
9,-43.2135,-90.9707,4.54373,0.00867856,-2.98663,-6.61301,0.639743,0.800231,7.6036,43.9013,-37.7879,125.591,7.6036
10,-48.387,-143.382,46.6079,0.00872715,-3.41205,-10.1913,3.36717,0.80016,7.60378,41.754,-237.778,321.286,7.60378
11,-49.882,-211.867,112.103,0.00873558,-3.59945,-14.6478,7.44886,0.800206,7.60408,32.1627,-608.389,672.715,7.60408
12,-49.8641,-294.442,194.714,0.00875116,-3.69484,-19.9386,12.5489,0.800121,7.60391,25.1423,-1124.04,1174.33,7.60391
13,-49.1718,-389.042,290.698,0.00862,-3.7497,-26.0302,18.5308,0.800131,7.60238,20.2935,-1766.13,1806.72,7.60238
14,-48.1458,-492.99,396.698,0.0087414,-3.78378,-32.8557,25.2882,0.800214,7.6033,16.6789,-2497.5,2530.86,7.6033
15,-46.9434,-605.956,512.069,0.0087077,-3.8058,-40.4866,32.875,0.800048,7.60245,13.7949,-3344.99,3372.58,7.60245
16,-45.6465,-727.27,635.977,0.00876644,-3.82017,-48.9824,41.342,0.800231,7.60447,11.384,-4297.47,4320.24,7.60447
k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
1,0.0117558,-0.0183344,0.041846,0.00869362,0.507777,0.484264,0.531291,0.800096,7.6023,7.06674,6.86794,7.26554,7.6023
2,-0.239351,-0.322749,-0.155954,0.0087345,0.43115,0.390245,0.472055,0.800193,7.60427,5.94341,5.53147,6.35536,7.60427
3,-0.790028,-1.05817,-0.521882,0.00875698,0.35469,0.287149,0.422231,0.800174,7.60405,5.923,5.28315,6.56285,7.60405
4,-1.76231,-2.4493,-1.07533,0.00867229,0.252772,0.140548,0.364996,0.80012,7.60263,6.28854,5.31286,7.26423,7.60263
