k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
0,-0.05,-0.15,0.05,0.01,0.7,0.699,0.701,0.8,3.95365,-2.86498,-3.01257,-2.7174,3.92722
1,-0.0483637,-0.145185,0.0484579,0.00957976,0.553625,0.549357,0.557893,0.800048,3.9534,-10.5121,-11.1518,-9.87238,3.92824
2,0.216733,0.111333,0.322134,0.00933069,0.450657,0.441735,0.459578,0.800047,3.91819,-21.2775,-23.3851,-19.1699,3.89352
3,0.832751,0.678623,0.98688,0.00953695,0.364631,0.348419,0.380843,0.799981,3.91674,-35.6618,-41.3672,-29.9564,3.89202
4,1.86307,1.5615,2.16463,0.00978876,0.286411,0.258833,0.313988,0.799919,3.91595,-54.6454,-68.4321,-40.8586,3.89129
5,3.30606,2.6603,3.95181,0.00996005,0.210232,0.164636,0.255828,0.799924,3.91516,-80.02,-111.385,-48.6552,3.89165
6,5.05073,3.73378,6.36769,0.0102,0.130811,0.0554639,0.206159,0.799809,3.9147,-115.296,-186.172,-44.4193,3.89152
7,6.87134,4.41687,9.32582,0.0103079,0.0431408,-0.0843901,0.170672,0.79971,3.91414,-166.954,-333.345,-0.562385,3.89119
8,8.49793,4.32096,12.6749,0.010525,-0.0565085,-0.28111,0.168093,0.799615,3.91356,-245.975,-660.903,168.954,3.89052
9,9.73576,3.17849,16.293,0.0107152,-0.169738,-0.582337,0.242861,0.799482,3.91296,-369.663,-1468.35,729.022,3.89154
10,10.5376,0.899813,20.1753,0.0108488,-0.296152,-1.08043,0.488127,0.79936,3.91246,-563.914,-3616.09,2488.26,3.89137
11,10.9699,-2.53033,24.4702,0.0110465,-0.434233,-1.96045,1.09198,0.799194,3.91217,-866.271,-9591.88,7859.34,3.89066
12,11.1331,-7.1622,29.4284,0.0112697,-0.582355,-3.59324,2.42853,0.799163,3.91163,-1330.73,-26591.8,23930.3,3.8897
13,11.1146,-13.1298,35.3591,0.0113371,-0.739389,-6.72127,5.24249,0.79903,3.91134,-2035.48,-75363,71292,3.88956
14,10.9791,-20.68,42.6381,0.0115192,-0.904767,-12.8305,11.021,0.799048,3.9111,-3094.05,-215438,209250,3.89044
15,10.7706,-30.2011,51.7423,0.0116539,-1.0783,-24.8937,22.7371,0.799069,3.91045,-4670.61,-616789,607448,3.88999
16,10.5184,-42.2539,63.2907,0.0116813,-1.25997,-48.856,46.3361,0.799,3.91007,-6999.93,-1.7623e+06,1.7483e+06,3.88906
17,10.2411,-57.6137,78.0959,0.0117495,-1.44982,-96.6081,93.7085,0.798954,3.90976,-10412.6,-5.01671e+06,4.99589e+06,3.89008
18,9.95092,-77.3314,97.2333,0.0118938,-1.64781,-191.931,188.636,0.798812,3.90932,-15364.1,-1.4216e+07,1.41852e+07,3.88795
19,9.65554,-102.819,122.131,0.0119458,-1.85377,-382.387,378.68,0.79881,3.90909,-22463,-4.0075e+07,4.003e+07,3.88908
20,9.35998,-135.97,154.69,0.0120792,-2.06728,-763.101,758.967,0.798661,3.90865,-32488.7,-1.12307e+08,1.12242e+08,3.88917
21,9.06746,-179.317,197.452,0.0121869,-2.28758,-1524.32,1519.75,0.798501,3.90837,-46383.1,-3.12588e+08,3.12495e+08,3.88802
22,8.78001,-236.266,253.826,0.0123713,-2.51355,-3046.55,3041.52,0.798346,3.90786,-65189.6,-8.63036e+08,8.62906e+08,3.88716
23,8.49892,-311.407,328.405,0.0124139,-2.74358,-6090.77,6085.28,0.798334,3.90783,-89917.5,-2.35994e+09,2.35976e+09,3.88796
24,8.22497,-410.981,427.431,0.0125484,-2.97563,-12179,12173,0.79817,3.90738,-121312,-6.37967e+09,6.37943e+09,3.88719
25,7.95859,-543.552,559.469,0.0126028,-3.20724,-24355.2,24348.8,0.798091,3.90727,-159550,-1.7016e+10,1.70156e+10,3.88813
26,7.7,-721.009,736.409,0.0126921,-3.43565,-48707.3,48700.5,0.797928,3.90689,-203912,-4.46896e+10,4.46892e+10,3.8879
27,7.44925,-960.087,974.986,0.0128256,-3.65795,-97411.4,97404.1,0.797882,3.9064,-252567,-1.15356e+11,1.15356e+11,3.8867
28,7.20631,-1284.68,1299.09,0.0129157,-3.8713,-194819,194812,0.797773,3.90642,-302560,-2.92204e+11,2.92203e+11,3.88782
29,6.97105,-1729.37,1743.31,0.0130816,-4.07309,-389635,389627,0.797735,3.9061,-350127,-7.25536e+11,7.25536e+11,3.88716
30,6.74333,-2344.99,2358.47,0.0132144,-4.26119,-779266,779257,0.797616,3.87006,-391287,-1.76497e+12,1.76497e+12,3.85135
31,6.52345,-3207.41,3220.46,0.013852,-4.43409,-1.55853e+06,1.55852e+06,0.797565,3.8685,-422510,-4.20599e+12,4.20599e+12,3.8502
32,6.3107,-4430.43,4443.05,0.014405,-4.59079,-3.11705e+06,3.11704e+06,0.797447,3.86732,-441393,-9.82348e+12,9.82348e+12,3.84863
33,6.10488,-6188.09,6200.3,0.0148349,-4.73099,-6.2341e+06,6.23409e+06,0.797396,3.86645,-447001,-2.25078e+13,2.25078e+13,3.84886
34,5.90578,-8749.36,8761.17,0.0153717,-4.85493,-1.24682e+07,1.24682e+07,0.797253,3.86555,-439874,-5.06556e+13,5.06556e+13,3.84725
35,5.71319,-12534.8,12546.2,0.0159503,-4.96334,-2.49364e+07,2.49364e+07,0.797084,3.86488,-421738,-1.12151e+14,1.12151e+14,3.84697
36,5.52689,-18209.8,18220.9,0.0164984,-5.05725,-4.98727e+07,4.98727e+07,0.796911,3.8639,-395055,-2.44663e+14,2.44663e+14,3.84632
37,5.3467,-26840.4,26851.1,0.0168421,-5.13792,-9.97455e+07,9.97454e+07,0.796779,3.86335,-362550,-5.26801e+14,5.26801e+14,3.84623
38,5.1724,-40154.2,40164.6,0.0173546,-5.20671,-1.99491e+08,1.99491e+08,0.796586,3.86257,-326825,-1.12135e+15,1.12135e+15,3.84607
39,5.00382,-60985.7,60995.7,0.0178074,-5.26499,-3.98982e+08,3.98982e+08,0.796498,3.86185,-290106,-2.36331e+15,2.36331e+15,3.84434
40,4.84077,-94040.6,94050.3,0.0182215,-5.31411,-7.97964e+08,7.97964e+08,0.796353,3.86116,-254128,-4.93848e+15,4.93848e+15,3.84377
41,4.68305,-147224,147234,0.0186779,-5.35531,-1.59593e+09,1.59593e+09,0.79616,3.86056,-220116,-1.02449e+16,1.02449e+16,3.84383
42,4.53051,-233969,233978,0.0190881,-5.38974,-3.19185e+09,3.19185e+09,0.796029,3.9683,-189040,-2.11186e+16,2.11186e+16,3.95107
43,4.38149,-376926,376935,0.0179229,-5.41824,-6.38371e+09,6.38371e+09,0.796057,3.97115,-161095,-4.33101e+16,4.33101e+16,3.95123
44,4.23736,-616412,616420,0.0168367,-5.44192,-1.27674e+10,1.27674e+10,0.796158,3.97313,-136396,-8.84379e+16,8.84379e+16,3.95387
45,4.09795,-1.02255e+06,1.02255e+06,0.0158674,-5.46154,-2.55348e+10,2.55348e+10,0.796223,3.97444,-114869,-1.79938e+17,1.79938e+17,3.9538
46,3.96311,-1.71932e+06,1.71933e+06,0.0148725,-5.47777,-5.10697e+10,5.10697e+10,0.796328,3.97599,-96316,-3.65012e+17,3.65012e+17,3.95494
47,3.83269,-2.92772e+06,2.92773e+06,0.013898,-5.49118,-1.02139e+11,1.02139e+11,0.796355,3.97731,-80470.9,-7.38603e+17,7.38603e+17,3.95715
48,3.70655,-5.04439e+06,5.0444e+06,0.0129751,-5.50224,-2.04279e+11,2.04279e+11,0.796494,3.97778,-67038.8,-1.49149e+18,1.49149e+18,3.95846
49,3.58454,-8.7857e+06,8.7857e+06,0.0121008,-5.51135,-4.08557e+11,4.08557e+11,0.796561,3.97909,-55720.9,-3.00669e+18,3.00669e+18,3.95753
50,3.46654,-1.54525e+07,1.54525e+07,0.0113092,-5.51885,-8.17115e+11,8.17115e+11,0.796687,3.94388,-46143,-6.05304e+18,6.05304e+18,3.92379
51,3.35289,-2.74367e+07,2.74367e+07,0.0110378,-5.52508,-1.63423e+12,1.63423e+12,0.796779,3.94363,-38143.7,-1.21717e+19,1.21717e+19,3.92317
52,3.24297,-4.90747e+07,4.90747e+07,0.0106639,-5.5302,-3.26846e+12,3.26846e+12,0.796769,3.94381,-31485.1,-2.44517e+19,2.44517e+19,3.92409
53,3.13665,-8.836e+07,8.836e+07,0.0103126,-5.53441,-6.53692e+12,6.53692e+12,0.7968,3.94391,-25957.6,-4.90819e+19,4.90819e+19,3.92358
54,3.03382,-1.60025e+08,1.60025e+08,0.00998002,-5.53787,-1.30738e+13,1.30738e+13,0.796755,3.94411,-21379.2,-9.84582e+19,9.84582e+19,3.92519
55,2.93436,-2.91287e+08,2.91287e+08,0.00966893,-5.54071,-2.61477e+13,2.61477e+13,0.796678,3.94384,-17594,-1.97401e+20,1.97401e+20,3.9253
56,2.83816,-5.32538e+08,5.32538e+08,0.00942011,-5.54304,-5.22953e+13,5.22953e+13,0.796713,3.94411,-14469.2,-3.95599e+20,3.95599e+20,3.9253
57,2.74511,-9.77222e+08,9.77222e+08,0.00904954,-5.54495,-1.04591e+14,1.04591e+14,0.796719,3.94426,-11892.7,-7.92509e+20,7.92509e+20,3.92503
58,2.65512,-1.79887e+09,1.79887e+09,0.00878797,-5.54652,-2.09181e+14,2.09181e+14,0.796799,3.94435,-9770.52,-1.58717e+21,1.58717e+21,3.92525
59,2.56807,-3.32012e+09,3.32012e+09,0.00843316,-5.54781,-4.18363e+14,4.18363e+14,0.796773,3.94443,-8023.92,-3.17788e+21,3.17788e+21,3.92715
60,2.48388,-6.14135e+09,6.14135e+09,0.00824796,-5.54887,-8.36725e+14,8.36725e+14,0.796728,3.94479,-6587.4,-6.36157e+21,6.36157e+21,3.9264
61,2.40245,-1.13807e+10,1.13807e+10,0.00788909,-5.54973,-1.67345e+15,1.67345e+15,0.796661,3.94494,-5406.59,-1.27327e+22,1.27327e+22,3.92601
62,2.32369,-2.1122e+10,2.1122e+10,0.00757638,-5.55045,-3.3469e+15,3.3469e+15,0.796578,3.94509,-4436.4,-2.5481e+22,2.5481e+22,3.92666
63,2.24751,-3.92501e+10,3.92501e+10,0.00732356,-5.55103,-6.6938e+15,6.6938e+15,0.796663,3.94524,-3639.56,-5.09877e+22,5.09877e+22,3.92791
64,2.17383,-7.30114e+10,7.30114e+10,0.00704065,-5.55151,-1.33876e+16,1.33876e+16,0.796571,3.94528,-2985.29,-1.02018e+23,1.02018e+23,3.92791
65,2.10256,-1.35926e+11,1.35926e+11,0.0067292,-5.5519,-2.67752e+16,2.67752e+16,0.796612,3.94534,-2448.23,-2.04104e+23,2.04104e+23,3.92735
66,2.03363,-2.53226e+11,2.53226e+11,0.00647521,-5.55222,-5.35504e+16,5.35504e+16,0.796677,3.90904,-1912.33,-4.08347e+23,4.08347e+23,3.89203
67,1.96745,-4.7242e+11,4.7242e+11,0.00673128,-5.55254,-1.07101e+17,1.07101e+17,0.796617,3.90815,-1472.51,-8.1692e+23,8.1692e+23,3.89202
68,1.90344,-8.81199e+11,8.81199e+11,0.00694126,-5.55281,-2.14202e+17,2.14202e+17,0.796545,3.90745,-1111.62,-1.63421e+24,1.63421e+24,3.89066
69,1.84153,-1.64379e+12,1.64379e+12,0.00729874,-5.55302,-4.28403e+17,4.28403e+17,0.796402,3.90684,-815.546,-3.26903e+24,3.26903e+24,3.89135
70,1.78165,-3.06675e+12,3.06675e+12,0.00747705,-5.5532,-8.56807e+17,8.56807e+17,0.796428,3.90632,-572.632,-6.53906e+24,6.53906e+24,3.89099
71,1.72373,-5.72243e+12,5.72243e+12,0.00776198,-5.55334,-1.71361e+18,1.71361e+18,0.796436,3.90574,-373.452,-1.30798e+25,1.30798e+25,3.89143
72,1.66772,-1.06793e+13,1.06793e+13,0.00799639,-5.55346,-3.42723e+18,3.42723e+18,0.796319,3.90533,-210.053,-2.61622e+25,2.61622e+25,3.8895
73,1.61353,-1.9932e+13,1.9932e+13,0.0082826,-5.55356,-6.85445e+18,6.85445e+18,0.796167,3.90511,-76.0443,-5.23288e+25,5.23288e+25,3.88918
74,1.56113,-3.7204e+13,3.7204e+13,0.00858222,-5.55364,-1.37089e+19,1.37089e+19,0.796066,3.90478,33.8543,-1.04665e+26,1.04665e+26,3.88961
75,1.51044,-6.94459e+13,6.94459e+13,0.00881911,-5.5537,-2.74178e+19,2.74178e+19,0.796033,3.90426,124.011,-2.09342e+26,2.09342e+26,3.88841
76,1.46141,-1.2963e+14,1.2963e+14,0.00903455,-5.55376,-5.48356e+19,5.48356e+19,0.796051,3.90384,197.907,-4.18703e+26,4.18703e+26,3.88812
77,1.41399,-2.41967e+14,2.41967e+14,0.00914616,-5.5538,-1.09671e+20,1.09671e+20,0.795954,3.90361,258.501,-8.37437e+26,8.37437e+26,3.88899
78,1.36813,-4.51632e+14,4.51632e+14,0.00939611,-5.55384,-2.19342e+20,2.19342e+20,0.795795,3.90343,308.152,-1.67493e+27,1.67493e+27,3.88857
79,1.32377,-8.42909e+14,8.42909e+14,0.00966425,-5.55387,-4.38685e+20,4.38685e+20,0.795728,3.90289,348.864,-3.34994e+27,3.34994e+27,3.88772
80,1.28086,-1.57302e+15,1.57302e+15,0.00984685,-5.55389,-8.7737e+20,8.7737e+20,0.795572,3.90279,382.279,-6.70002e+27,6.70002e+27,3.88771
81,1.23936,-2.9352e+15,2.9352e+15,0.0100136,-5.55391,-1.75474e+21,1.75474e+21,0.795525,3.90236,409.676,-1.34003e+28,1.34003e+28,3.88839
82,1.19922,-5.47621e+15,5.47621e+15,0.0101948,-5.55393,-3.50948e+21,3.50948e+21,0.79546,3.9021,432.139,-2.68009e+28,2.68009e+28,3.88691
83,1.1604,-1.02153e+16,1.02153e+16,0.0104163,-5.55394,-7.01896e+21,7.01896e+21,0.795446,3.90186,450.522,-5.36024e+28,5.36024e+28,3.88805
84,1.12285,-1.90523e+16,1.90523e+16,0.0104723,-5.55395,-1.40379e+22,1.40379e+22,0.795429,3.90153,465.628,-1.07206e+29,1.07206e+29,3.88715
85,1.08653,-3.55269e+16,3.55269e+16,0.010633,-5.55396,-2.80758e+22,2.80758e+22,0.795302,3.9011,478.013,-2.14413e+29,2.14413e+29,3.88646
86,1.0514,-6.62323e+16,6.62323e+16,0.0106913,-5.55397,-5.61517e+22,5.61517e+22,0.795298,3.90092,488.2,-4.2883e+29,4.2883e+29,3.8857
87,1.01742,-1.23446e+17,1.23446e+17,0.0108516,-5.55398,-1.12303e+23,1.12303e+23,0.795204,3.90073,496.483,-8.57664e+29,8.57664e+29,3.88724
88,0.984558,-2.30023e+17,2.30023e+17,0.0110108,-5.55398,-2.24607e+23,2.24607e+23,0.79504,3.90046,503.274,-1.71533e+30,1.71533e+30,3.88638
89,0.952772,-4.28488e+17,4.28488e+17,0.0111571,-5.55398,-4.49213e+23,4.49213e+23,0.79502,3.90036,508.875,-3.43068e+30,3.43068e+30,3.8867
90,0.922028,-7.97943e+17,7.97943e+17,0.0112224,-5.55399,-8.98427e+23,8.98427e+23,0.794926,3.90009,513.466,-6.86138e+30,6.86138e+30,3.88598
91,0.892292,-1.48545e+18,1.48545e+18,0.0113907,-5.55399,-1.79685e+24,1.79685e+24,0.794795,3.89986,517.229,-1.37228e+31,1.37228e+31,3.88582
92,0.863531,-2.76428e+18,2.76428e+18,0.0115567,-5.55399,-3.59371e+24,3.59371e+24,0.79479,3.89955,520.314,-2.74456e+31,2.74456e+31,3.88502
93,0.835713,-5.14202e+18,5.14202e+18,0.011616,-5.55399,-7.18741e+24,7.18741e+24,0.794634,3.89943,522.842,-5.48914e+31,5.48914e+31,3.88448
94,0.808807,-9.56087e+18,9.56087e+18,0.0117037,-5.554,-1.43748e+25,1.43748e+25,0.794664,3.89902,524.914,-1.09783e+32,1.09783e+32,3.88522
95,0.782782,-1.77688e+19,1.77688e+19,0.0117959,-5.554,-2.87497e+25,2.87497e+25,0.794599,3.89912,526.543,-2.19566e+32,2.19566e+32,3.88446
96,0.757611,-3.30062e+19,3.30062e+19,0.0118237,-5.554,-5.74993e+25,5.74993e+25,0.794492,3.89869,527.981,-4.39132e+32,4.39132e+32,3.88467
97,0.733266,-6.12764e+19,6.12764e+19,0.0118725,-5.554,-1.14999e+26,1.14999e+26,0.794412,3.89861,529.125,-8.78265e+32,8.78265e+32,3.88374
98,0.709718,-1.13692e+20,1.13692e+20,0.0120635,-5.554,-2.29997e+26,2.29997e+26,0.794271,3.89826,530.063,-1.75653e+33,1.75653e+33,3.88446
99,0.686942,-2.10806e+20,2.10806e+20,0.0121962,-5.554,-4.59994e+26,4.59994e+26,0.79418,3.89814,530.83,-3.51306e+33,3.51306e+33,3.88493
100,0.664913,-3.90595e+20,3.90595e+20,0.012194,-5.554,-9.19989e+26,9.19989e+26,0.794201,3.89789,531.459,-7.02613e+33,7.02613e+33,3.8848
101,0.643607,-7.23158e+20,7.23158e+20,0.0123495,-5.554,-1.83998e+27,1.83998e+27,0.794084,3.89768,531.939,-1.40523e+34,1.40523e+34,3.8839
102,0.622998,-1.33774e+21,1.33774e+21,0.0125021,-5.554,-3.67996e+27,3.67996e+27,0.794025,3.8975,532.366,-2.81045e+34,2.81045e+34,3.88428
103,0.603066,-2.47233e+21,2.47233e+21,0.0126091,-5.554,-7.35991e+27,7.35991e+27,0.793904,3.8975,532.716,-5.62091e+34,5.62091e+34,3.88259
104,0.583787,-4.56456e+21,4.56456e+21,0.0125986,-5.554,-1.47198e+28,1.47198e+28,0.793921,3.89702,532.968,-1.12418e+35,1.12418e+35,3.88255
105,0.565139,-8.41797e+21,8.41797e+21,0.0126874,-5.554,-2.94396e+28,2.94396e+28,0.793906,3.897,533.173,-2.24836e+35,2.24836e+35,3.88289
106,0.547103,-1.55054e+22,1.55054e+22,0.0127653,-5.554,-5.88793e+28,5.88793e+28,0.79383,3.89679,533.41,-4.49673e+35,4.49673e+35,3.88262
107,0.529659,-2.85213e+22,2.85213e+22,0.0129113,-5.554,-1.17759e+29,1.17759e+29,0.793854,3.89659,533.535,-8.99346e+35,8.99346e+35,3.88306
108,0.512786,-5.23848e+22,5.23848e+22,0.0129163,-5.554,-2.35517e+29,2.35517e+29,0.793728,3.89647,533.671,-1.79869e+36,1.79869e+36,3.88353
109,0.496467,-9.60548e+22,9.60548e+22,0.0128892,-5.554,-4.71034e+29,4.71034e+29,0.793618,3.8964,533.748,-3.59738e+36,3.59738e+36,3.88333
110,0.480682,-1.75804e+23,1.75804e+23,0.012947,-5.554,-9.42069e+29,9.42069e+29,0.793593,3.89634,533.845,-7.19477e+36,7.19477e+36,3.88223
111,0.465415,-3.211e+23,3.211e+23,0.0129499,-5.554,-1.88414e+30,1.88414e+30,0.793568,3.89592,533.923,-1.43895e+37,1.43895e+37,3.88379
112,0.450649,-5.8512e+23,5.8512e+23,0.0129995,-5.554,-3.76827e+30,3.76827e+30,0.793497,3.89578,533.987,-2.87791e+37,2.87791e+37,3.8831
113,0.436367,-1.06344e+24,1.06344e+24,0.0130462,-5.554,-7.53655e+30,7.53655e+30,0.793378,3.89574,534.005,-5.75582e+37,5.75582e+37,3.88319
114,0.422552,-1.92706e+24,1.92706e+24,0.0131196,-5.554,-1.50731e+31,1.50731e+31,0.793293,3.89541,534.019,-1.15116e+38,1.15116e+38,3.88323
115,0.409191,-3.48026e+24,3.48026e+24,0.0132075,-5.554,-3.01462e+31,3.01462e+31,0.793139,3.89543,534.03,-2.30233e+38,2.30233e+38,3.88313
116,0.396268,-6.26102e+24,6.26102e+24,0.0132026,-5.554,-6.02924e+31,6.02924e+31,0.793009,3.89516,534.073,-4.60465e+38,4.60465e+38,3.88183
117,0.383768,-1.12133e+25,1.12133e+25,0.0133504,-5.554,-1.20585e+32,1.20585e+32,0.792938,3.89497,534.108,-9.2093e+38,9.2093e+38,3.881
118,0.371678,-1.99778e+25,1.99778e+25,0.0134026,-5.554,-2.4117e+32,2.4117e+32,0.792895,3.89476,534.101,-1.84186e+39,1.84186e+39,3.8816
119,0.359985,-3.53739e+25,3.53739e+25,0.0134585,-5.554,-4.82339e+32,4.82339e+32,0.792818,3.8949,534.13,-3.68372e+39,3.68372e+39,3.88123
120,0.348675,-6.21755e+25,6.21755e+25,0.0135875,-5.554,-9.64678e+32,9.64678e+32,0.79272,3.89474,534.119,-7.36744e+39,7.36744e+39,3.88135
121,0.337735,-1.08312e+26,1.08312e+26,0.0135345,-5.554,-1.92936e+33,1.92936e+33,0.792579,3.89459,534.075,-1.47349e+40,1.47349e+40,3.88052
122,0.327154,-1.86614e+26,1.86614e+26,0.0136807,-5.554,-3.85871e+33,3.85871e+33,0.792564,3.8945,534.107,-2.94698e+40,2.94698e+40,3.88157
123,0.316921,-3.17082e+26,3.17082e+26,0.0136897,-5.554,-7.71742e+33,7.71742e+33,0.792405,3.89455,534.099,-5.89395e+40,5.89395e+40,3.88128
124,0.307022,-5.29111e+26,5.29111e+26,0.0137511,-5.554,-1.54348e+34,1.54348e+34,0.792344,3.89427,534.127,-1.17879e+41,1.17879e+41,3.88137
125,0.297449,-8.6167e+26,8.6167e+26,0.0137368,-5.554,-3.08697e+34,3.08697e+34,0.792329,3.8941,534.114,-2.35758e+41,2.35758e+41,3.88112
126,0.288189,-1.35558e+27,1.35558e+27,0.0138027,-5.554,-6.17394e+34,6.17394e+34,0.792161,3.89389,534.138,-4.71516e+41,4.71516e+41,3.8804
127,0.279232,-2.02309e+27,2.02309e+27,0.0138921,-5.554,-1.23479e+35,1.23479e+35,0.792015,3.89367,534.158,-9.43033e+41,9.43033e+41,3.88103
128,0.27057,-2.75877e+27,2.75877e+27,0.0139203,-5.554,-2.46958e+35,2.46958e+35,0.791912,3.89374,534.173,-1.88607e+42,1.88607e+42,3.87957
129,0.262191,-3.1088e+27,3.1088e+27,0.0140088,-5.554,-4.93915e+35,4.93915e+35,0.791901,3.8935,534.151,-3.77213e+42,3.77213e+42,3.88047
130,0.254087,-4.30301e+27,4.30301e+27,0.0141083,-5.554,-9.8783e+35,9.8783e+35,0.791775,3.89332,534.167,-7.54426e+42,7.54426e+42,3.87899
131,0.246249,-1.08273e+28,1.08273e+28,0.0140934,-5.554,-1.97566e+36,1.97566e+36,0.791709,3.89315,534.18,-1.50885e+43,1.50885e+43,3.87994
132,0.238668,-3.14243e+28,3.14243e+28,0.0141312,-5.554,-3.95132e+36,3.95132e+36,0.791693,3.89306,534.225,-3.0177e+43,3.0177e+43,3.87933
133,0.231335,-8.65568e+28,8.65568e+28,0.0141087,-5.554,-7.90264e+36,7.90264e+36,0.791575,3.89315,534.193,-6.03541e+43,6.03541e+43,3.87987
134,0.224242,-2.22725e+29,2.22725e+29,0.0140944,-5.554,-1.58053e+37,1.58053e+37,0.791503,3.89281,534.166,-1.20708e+44,1.20708e+44,3.87907
135,0.217382,-5.43352e+29,5.43352e+29,0.014152,-5.554,-3.16106e+37,3.16106e+37,0.791429,3.89293,534.178,-2.41416e+44,2.41416e+44,3.87904
136,0.210747,-1.27479e+30,1.27479e+30,0.014127,-5.554,-6.32211e+37,6.32211e+37,0.791395,3.89248,534.188,-4.82833e+44,4.82833e+44,3.87862
137,0.20433,-2.90624e+30,2.90624e+30,0.0140605,-5.554,-1.26442e+38,1.26442e+38,0.791359,3.89245,534.195,-9.65665e+44,9.65665e+44,3.8798
138,0.198123,-6.4844e+30,6.4844e+30,0.0140696,-5.554,-2.52885e+38,2.52885e+38,0.791329,3.89217,534.202,-1.93133e+45,1.93133e+45,3.87892
139,0.192119,-1.42304e+31,1.42304e+31,0.014096,-5.554,-5.05769e+38,5.05769e+38,0.791265,3.89228,534.172,-3.86266e+45,3.86266e+45,3.87904
140,0.186313,-3.08256e+31,3.08256e+31,0.0141142,-5.554,-1.01154e+39,1.01154e+39,0.791197,3.89215,534.182,-7.72532e+45,7.72532e+45,3.87952
141,0.180696,-6.608e+31,6.608e+31,0.014171,-5.554,-2.02308e+39,2.02308e+39,0.791115,3.892,534.19,-1.54506e+46,1.54506e+46,3.87963
142,0.175264,-1.4045e+32,1.4045e+32,0.0141295,-5.554,-4.04615e+39,4.04615e+39,0.790998,3.89166,534.196,-3.09013e+46,3.09013e+46,3.87837
143,0.17001,-2.96415e+32,2.96415e+32,0.0140834,-5.554,-8.0923e+39,8.0923e+39,0.79099,3.89175,534.201,-6.18026e+46,6.18026e+46,3.87839
144,0.164928,-6.21863e+32,6.21863e+32,0.0141459,-5.554,-1.61846e+40,1.61846e+40,0.790923,3.89152,534.205,-1.23605e+47,1.23605e+47,3.87948
145,0.160013,-1.29805e+33,1.29805e+33,0.0142181,-5.554,-3.23692e+40,3.23692e+40,0.790817,3.89153,534.208,-2.4721e+47,2.4721e+47,3.87884
146,0.155259,-2.69775e+33,2.69775e+33,0.014204,-5.554,-6.47384e+40,6.47384e+40,0.79068,3.89148,534.176,-4.94421e+47,4.94421e+47,3.87848
147,0.15066,-5.58568e+33,5.58568e+33,0.014161,-5.554,-1.29477e+41,1.29477e+41,0.790612,3.89131,534.184,-9.88841e+47,9.88841e+47,3.87877
148,0.146213,-1.15272e+34,1.15272e+34,0.014109,-5.554,-2.58954e+41,2.58954e+41,0.790492,3.89113,534.19,-1.97768e+48,1.97768e+48,3.87821
149,0.141911,-2.37202e+34,2.37202e+34,0.0140943,-5.554,-5.17907e+41,5.17907e+41,0.790411,3.89119,534.195,-3.95536e+48,3.95536e+48,3.87929
150,0.13775,-4.8686e+34,4.8686e+34,0.0141223,-5.554,-1.03581e+42,1.03581e+42,0.790279,3.89096,534.199,-7.91073e+48,7.91073e+48,3.87949
151,0.133726,-9.97027e+34,9.97027e+34,0.0141361,-5.554,-2.07163e+42,2.07163e+42,0.790293,3.89083,534.202,-1.58215e+49,1.58215e+49,3.87861
152,0.129834,-2.03766e+35,2.03766e+35,0.0142573,-5.554,-4.14326e+42,4.14326e+42,0.790161,3.89069,534.17,-3.16429e+49,3.16429e+49,3.87758
153,0.126069,-4.15692e+35,4.15692e+35,0.0143579,-5.554,-8.28652e+42,8.28652e+42,0.790091,3.85412,629.748,-6.32896e+49,6.32896e+49,3.8422
154,0.122919,-8.45449e+35,8.45449e+35,0.0148114,-5.55406,-1.6573e+43,1.6573e+43,0.789929,3.85306,708.118,-1.26585e+50,1.26585e+50,3.84137
155,0.119873,-1.7187e+36,1.7187e+36,0.0152251,-5.55411,-3.31461e+43,3.31461e+43,0.7898,3.852,772.415,-2.53181e+50,2.53181e+50,3.84178
156,0.116927,-3.49074e+36,3.49074e+36,0.0156259,-5.55414,-6.62922e+43,6.62922e+43,0.789635,3.85119,825.172,-5.06379e+50,5.06379e+50,3.84011
157,0.114078,-7.0824e+36,7.0824e+36,0.0160907,-5.55418,-1.32584e+44,1.32584e+44,0.789405,3.85057,868.395,-1.01279e+51,1.01279e+51,3.83896
158,0.111321,-1.43545e+37,1.43545e+37,0.0164976,-5.5542,-2.65169e+44,2.65169e+44,0.789319,3.84997,903.766,-2.02562e+51,2.02562e+51,3.83878
159,0.108655,-2.90641e+37,2.90641e+37,0.0168678,-5.55422,-5.30337e+44,5.30337e+44,0.789214,3.84923,932.803,-4.05131e+51,4.05131e+51,3.83932
160,0.106077,-5.87925e+37,5.87925e+37,0.0173508,-5.55424,-1.06067e+45,1.06067e+45,0.789105,3.84854,956.645,-8.10273e+51,8.10273e+51,3.83897
161,0.103583,-1.18826e+38,1.18826e+38,0.0178435,-5.55425,-2.12135e+45,2.12135e+45,0.788919,3.84793,976.193,-1.62057e+52,1.62057e+52,3.83799
162,0.101171,-2.39971e+38,2.39971e+38,0.0182768,-5.55427,-4.2427e+45,4.2427e+45,0.788689,3.84746,992.221,-3.24117e+52,3.24117e+52,3.83708
