k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
3805,0.0193656,nan,nan,0.0197743,-5.55473,nan,nan,0.52235,3.37603,2202.14,nan,nan,3.37626
3806,0.0226642,nan,nan,0.0231052,-5.55499,nan,nan,0.521799,3.37257,2571.85,nan,nan,3.37171
3807,0.0258552,nan,nan,0.0261858,-5.55521,nan,nan,0.521195,3.36988,2874.99,nan,nan,3.3687
3808,0.0289411,nan,nan,0.0291664,-5.55539,nan,nan,0.520656,3.36716,3123.79,nan,nan,3.36537
3809,0.0319267,nan,nan,0.0320788,-5.55554,nan,nan,0.520122,3.36459,3327.71,nan,nan,3.36125
3810,0.0348139,nan,nan,0.0348821,-5.55566,nan,nan,0.519472,3.36245,3494.93,nan,nan,3.35895
3811,0.0376064,nan,nan,0.0377354,-5.55576,nan,nan,0.518876,3.46768,3344.22,nan,nan,3.46271
3812,0.0388322,nan,nan,0.0389156,-5.55567,nan,nan,0.518485,3.46816,3220.51,nan,nan,3.46273
3813,0.0400172,nan,nan,0.0400658,-5.5556,nan,nan,0.518226,3.46816,3119.52,nan,nan,3.46053
3814,0.0411655,nan,nan,0.0411929,-5.55554,nan,nan,0.517895,3.46771,3036.3,nan,nan,3.45999
3815,0.0422738,nan,nan,0.0422336,-5.55549,nan,nan,0.517539,3.46736,2968.12,nan,nan,3.45771
3816,0.043346,nan,nan,0.0433094,-5.55545,nan,nan,0.517278,3.46672,2912.41,nan,nan,3.45765
3817,0.044384,nan,nan,0.0443806,-5.55542,nan,nan,0.516861,3.46654,2866.77,nan,nan,3.45549
3818,0.045388,nan,nan,0.0454484,-5.55539,nan,nan,0.516572,3.46625,2829.26,nan,nan,3.45472
3819,0.0463587,nan,nan,0.0464156,-5.55537,nan,nan,0.516185,3.46562,2798.43,nan,nan,3.4534
3820,0.0472971,nan,nan,0.0473916,-5.55535,nan,nan,0.515875,3.46525,2773.27,nan,nan,3.45166
3821,0.0482053,nan,nan,0.0482068,-5.55533,nan,nan,0.515458,3.46507,2752.61,nan,nan,3.45013
3822,0.0490836,nan,nan,0.0491429,-5.55532,nan,nan,0.515052,3.46467,2735.4,nan,nan,3.45055
3823,0.0499317,nan,nan,0.0500885,-5.55531,nan,nan,0.514676,3.46398,2721.46,nan,nan,3.44875
3824,0.0507528,nan,nan,0.0509247,-5.5553,nan,nan,0.514335,3.46366,2710.1,nan,nan,3.44707
3825,0.0515474,nan,nan,0.0517648,-5.5553,nan,nan,0.514084,3.46323,2701.03,nan,nan,3.44596
3826,0.0523172,nan,nan,0.0526073,-5.55529,nan,nan,0.513672,3.46275,2693.35,nan,nan,3.44538
3827,0.0530604,nan,nan,0.0532895,-5.55529,nan,nan,0.513273,3.46244,2687.03,nan,nan,3.44454
3828,0.0537792,nan,nan,0.0540911,-5.55528,nan,nan,0.513021,3.46214,2681.94,nan,nan,3.44322
3829,0.0544749,nan,nan,0.0547347,-5.55528,nan,nan,0.512586,3.46187,2677.7,nan,nan,3.44224
3830,0.0551475,nan,nan,0.0554363,-5.55528,nan,nan,0.51231,3.46155,2674.23,nan,nan,3.44084
3831,0.055798,nan,nan,0.056092,-5.55527,nan,nan,0.511921,3.46093,2671.28,nan,nan,3.44023
3832,0.0564266,nan,nan,0.0566127,-5.55527,nan,nan,0.511587,3.46065,2669.03,nan,nan,3.43882
3833,0.0570355,nan,nan,0.0571841,-5.55527,nan,nan,0.511249,3.46039,2667.5,nan,nan,3.43886
3834,0.0576261,nan,nan,0.0577181,-5.55527,nan,nan,0.510877,3.46003,2665.9,nan,nan,3.43796
3835,0.0581955,nan,nan,0.0583289,-5.55527,nan,nan,0.510578,3.71132,1994.25,nan,nan,3.68933
3836,0.0553043,nan,nan,0.0554718,-5.55487,nan,nan,0.510712,3.71563,1443.93,nan,nan,3.69268
3837,0.0525078,nan,nan,0.0526078,-5.55454,nan,nan,0.510823,3.71861,993.093,nan,nan,3.69615
3838,0.0498031,nan,nan,0.0499963,-5.55428,nan,nan,0.511058,3.72135,623.7,nan,nan,3.69754
3839,0.047187,nan,nan,0.0473186,-5.55405,nan,nan,0.511123,3.72339,320.993,nan,nan,3.70099
3840,0.0446566,nan,nan,0.0448123,-5.55387,nan,nan,0.511275,3.7253,72.905,nan,nan,3.704
3841,0.0422093,nan,nan,0.0423841,-5.55373,nan,nan,0.511436,3.72714,-130.438,nan,nan,3.70543
3842,0.0398421,nan,nan,0.0399649,-5.55361,nan,nan,0.511575,3.72858,-297.12,nan,nan,3.70882
3843,0.0375526,nan,nan,0.0377219,-5.55351,nan,nan,0.511734,3.58656,-52.1735,nan,nan,3.56739
3844,0.0373052,nan,nan,0.0374188,-5.55365,nan,nan,0.511499,3.5853,148.926,nan,nan,3.56595
3845,0.0370663,nan,nan,0.0372194,-5.55377,nan,nan,0.511318,3.58487,313.793,nan,nan,3.56653
3846,0.0368349,nan,nan,0.0369611,-5.55387,nan,nan,0.511259,3.58432,448.968,nan,nan,3.56732
3847,0.0366109,nan,nan,0.036712,-5.55395,nan,nan,0.511116,3.58403,559.856,nan,nan,3.56674
3848,0.0363944,nan,nan,0.0365396,-5.55402,nan,nan,0.511051,3.58386,650.789,nan,nan,3.56816
3849,0.036185,nan,nan,0.0363108,-5.55407,nan,nan,0.510935,3.58383,725.32,nan,nan,3.5669
3850,0.0359822,nan,nan,0.0361879,-5.55412,nan,nan,0.510715,3.58344,786.469,nan,nan,3.56689
3851,0.0357864,nan,nan,0.0359563,-5.55415,nan,nan,0.510479,3.58319,836.61,nan,nan,3.56726
3852,0.0355969,nan,nan,0.0357704,-5.55418,nan,nan,0.510248,3.58297,877.723,nan,nan,3.56753
3853,0.0354136,nan,nan,0.0355534,-5.55421,nan,nan,0.510118,3.58283,911.433,nan,nan,3.56871
3854,0.0352364,nan,nan,0.0353459,-5.55423,nan,nan,0.510044,3.58274,939.073,nan,nan,3.56854
3855,0.0350649,nan,nan,0.035097,-5.55424,nan,nan,0.509954,3.58236,961.736,nan,nan,3.5679
3856,0.0348991,nan,nan,0.0349373,-5.55426,nan,nan,0.509878,3.58261,980.317,nan,nan,3.56866
3857,0.0347387,nan,nan,0.0346834,-5.55427,nan,nan,0.509805,3.58232,995.552,nan,nan,3.56847
3858,0.0345836,nan,nan,0.0345281,-5.55428,nan,nan,0.5097,3.58216,1008.08,nan,nan,3.56805
3859,0.0344337,nan,nan,0.0343632,-5.55428,nan,nan,0.509513,3.58206,1018.31,nan,nan,3.56894
3860,0.0342886,nan,nan,0.0342722,-5.55429,nan,nan,0.509383,3.58202,1026.71,nan,nan,3.56933
3861,0.0341483,nan,nan,0.0341137,-5.5543,nan,nan,0.509235,3.58215,1033.59,nan,nan,3.56841
3862,0.0340125,nan,nan,0.034001,-5.5543,nan,nan,0.509015,3.58196,1039.23,nan,nan,3.56887
3863,0.0338812,nan,nan,0.0339111,-5.5543,nan,nan,0.508962,3.58164,1043.85,nan,nan,3.56917
3864,0.0337542,nan,nan,0.0336989,-5.55431,nan,nan,0.508772,3.58163,1047.64,nan,nan,3.56774
3865,0.0336313,nan,nan,0.0336574,-5.55431,nan,nan,0.508534,3.5814,1050.75,nan,nan,3.56777
3866,0.0335125,nan,nan,0.0335153,-5.55431,nan,nan,0.50838,3.58149,1053.27,nan,nan,3.56942
3867,0.0333974,nan,nan,0.0334728,-5.55431,nan,nan,0.508319,3.58106,1055.4,nan,nan,3.56789
3868,0.0332864,nan,nan,0.0334097,-5.55431,nan,nan,0.508187,3.58126,1057.11,nan,nan,3.56931
3869,0.0331789,nan,nan,0.0332597,-5.55431,nan,nan,0.508037,3.5813,1058.48,nan,nan,3.56965
3870,0.0330747,nan,nan,0.0331226,-5.55431,nan,nan,0.507964,3.58133,1059.6,nan,nan,3.568
3871,0.032974,nan,nan,0.0331024,-5.55431,nan,nan,0.507728,3.58117,1060.56,nan,nan,3.56943
3872,0.0328767,nan,nan,0.0329196,-5.55432,nan,nan,0.507665,3.58091,1061.34,nan,nan,3.56958
3873,0.0327826,nan,nan,0.0329062,-5.55432,nan,nan,0.507556,3.58091,1061.95,nan,nan,3.56925
3874,0.0326915,nan,nan,0.0328175,-5.55432,nan,nan,0.50748,3.7902,489.238,nan,nan,3.78457
3875,0.029653,nan,nan,0.0297141,-5.55397,nan,nan,0.507692,3.79665,19.872,nan,nan,3.78769
3876,0.0267141,nan,nan,0.026766,-5.55369,nan,nan,0.507904,3.80006,-364.821,nan,nan,3.7902
3877,0.0238711,nan,nan,0.0238338,-5.55347,nan,nan,0.508246,3.80259,-679.975,nan,nan,3.7941
3878,0.0211218,nan,nan,0.021082,-5.55328,nan,nan,0.508543,3.80516,-938.31,nan,nan,3.79726
3879,0.0184624,nan,nan,0.0184621,-5.55312,nan,nan,0.508905,3.80715,-1150.03,nan,nan,3.80047
3880,0.0158904,nan,nan,0.0158431,-5.553,nan,nan,0.509279,3.80896,-1323.55,nan,nan,3.80263
3881,0.0134029,nan,nan,0.0133556,-5.55289,nan,nan,0.509645,3.81081,-1465.9,nan,nan,3.80646
3882,0.0109964,nan,nan,0.0108771,-5.55281,nan,nan,0.50995,3.67171,-1201.67,nan,nan,3.6635
3883,0.0106361,nan,nan,0.0105326,-5.55297,nan,nan,0.510021,3.66962,-984.838,nan,nan,3.66562
3884,0.0102874,nan,nan,0.0102164,-5.5531,nan,nan,0.510081,3.66906,-806.944,nan,nan,3.66425
3885,0.00995038,nan,nan,0.00980315,-5.5532,nan,nan,0.510141,3.66877,-661.072,nan,nan,3.66576
3886,0.00962418,nan,nan,0.00952389,-5.55329,nan,nan,0.510176,3.6684,-541.436,nan,nan,3.66525
3887,0.00930869,nan,nan,0.0092236,-5.55336,nan,nan,0.510155,3.66821,-443.321,nan,nan,3.66633
3888,0.00900353,nan,nan,0.00900079,-5.55342,nan,nan,0.510055,3.66795,-362.825,nan,nan,3.6662
3889,0.00870856,nan,nan,0.00873665,-5.55347,nan,nan,0.510127,3.66791,-296.849,nan,nan,3.66651
3890,0.00842307,nan,nan,0.00846434,-5.55351,nan,nan,0.510047,3.66779,-242.712,nan,nan,3.6674
3891,0.00814713,nan,nan,0.00823466,-5.55354,nan,nan,0.510137,3.66769,-198.318,nan,nan,3.66749
3892,0.00788023,nan,nan,0.00804869,-5.55356,nan,nan,0.510167,3.66807,-161.95,nan,nan,3.66675
3893,0.00762191,nan,nan,0.0078231,-5.55359,nan,nan,0.510132,3.66795,-132.129,nan,nan,3.66683
3894,0.00737205,nan,nan,0.00764602,-5.5536,nan,nan,0.51011,3.66783,-107.676,nan,nan,3.66759
3895,0.00713038,nan,nan,0.00734956,-5.55362,nan,nan,0.510188,3.66802,-87.6249,nan,nan,3.66772
3896,0.00689664,nan,nan,0.00702436,-5.55363,nan,nan,0.510119,3.66784,-71.1838,nan,nan,3.66831
3897,0.00667056,nan,nan,0.00686736,-5.55364,nan,nan,0.510034,3.66797,-57.7028,nan,nan,3.66939
3898,0.00645189,nan,nan,0.0066663,-5.55365,nan,nan,0.510129,3.66809,-46.6145,nan,nan,3.66783
3899,0.00624057,nan,nan,0.00638427,-5.55366,nan,nan,0.51012,3.66812,-37.557,nan,nan,3.66862
3900,0.006036,nan,nan,0.00617609,-5.55366,nan,nan,0.510113,3.66828,-30.1303,nan,nan,3.66904
3901,0.00583813,nan,nan,0.00604074,-5.55367,nan,nan,0.51018,3.66823,-24.0408,nan,nan,3.66988
3902,0.00564676,nan,nan,0.00581247,-5.55367,nan,nan,0.510222,3.66826,-19.0477,nan,nan,3.6693
3903,0.00546165,nan,nan,0.00559901,-5.55367,nan,nan,0.510191,3.66817,-14.9537,nan,nan,3.66995
3904,0.00528262,nan,nan,0.0054411,-5.55367,nan,nan,0.51015,3.66828,-11.5968,nan,nan,3.67005
3905,0.00510945,nan,nan,0.00526485,-5.55368,nan,nan,0.510097,3.66828,-8.84434,nan,nan,3.67101
3906,0.00494196,nan,nan,0.00511526,-5.55368,nan,nan,0.510096,3.66832,-6.58749,nan,nan,3.67082
3907,0.00477996,nan,nan,0.00504488,-5.55368,nan,nan,0.510118,3.66816,-4.70253,nan,nan,3.66932
3908,0.00462346,nan,nan,0.00497096,-5.55368,nan,nan,0.510202,3.66859,-3.19146,nan,nan,3.67003
3909,0.0044719,nan,nan,0.00476976,-5.55368,nan,nan,0.510166,3.6686,-1.95242,nan,nan,3.67054
3910,0.00432531,nan,nan,0.00452795,-5.55368,nan,nan,0.510174,3.66845,-0.902009,nan,nan,3.67116
3911,0.00418371,nan,nan,0.00442964,-5.55368,nan,nan,0.510174,3.66842,-0.0752244,nan,nan,3.6714
3912,0.00404657,nan,nan,0.00424598,-5.55368,nan,nan,0.510117,3.66867,0.602666,nan,nan,3.67134
3913,0.00391393,nan,nan,0.00416856,-5.55368,nan,nan,0.510026,3.66868,1.15854,nan,nan,3.6714
3914,0.00378563,nan,nan,0.00402279,-5.55368,nan,nan,0.510055,3.66866,1.61431,nan,nan,3.67205
3915,0.00366154,nan,nan,0.00384665,-5.55368,nan,nan,0.510021,3.6688,1.98802,nan,nan,3.67091
3916,0.00354152,nan,nan,0.00378197,-5.55368,nan,nan,0.510075,3.66868,2.32892,nan,nan,3.6706
3917,0.00342561,nan,nan,0.00362311,-5.55368,nan,nan,0.510026,3.66878,2.57396,nan,nan,3.67117
3918,0.00331333,nan,nan,0.0035646,-5.55368,nan,nan,0.510009,3.66873,2.80935,nan,nan,3.67087
3919,0.0032049,nan,nan,0.00344928,-5.55368,nan,nan,0.509958,3.66904,3.00235,nan,nan,3.67143
3920,0.00310003,nan,nan,0.00333464,-5.55368,nan,nan,0.510027,3.6689,3.12618,nan,nan,3.67117
3921,0.00299841,nan,nan,0.00313493,-5.55369,nan,nan,0.510109,3.66909,3.26215,nan,nan,3.67206
3922,0.00290031,nan,nan,0.00312256,-5.55369,nan,nan,0.510125,3.66893,3.3392,nan,nan,3.67289
3923,0.00280525,nan,nan,0.00292861,-5.55369,nan,nan,0.510098,3.6692,3.40234,nan,nan,3.67168
3924,0.0027133,nan,nan,0.00282143,-5.55369,nan,nan,0.510066,3.66924,3.45416,nan,nan,3.67204
3925,0.00262437,nan,nan,0.00279219,-5.55369,nan,nan,0.509985,3.66916,3.49664,nan,nan,3.67203
3926,0.00253835,nan,nan,0.00278744,-5.55369,nan,nan,0.510077,3.6691,3.56594,nan,nan,3.672
3927,0.00245533,nan,nan,0.00274217,-5.55369,nan,nan,0.509994,3.66933,3.58828,nan,nan,3.67257
3928,0.00237485,nan,nan,0.00263767,-5.55369,nan,nan,0.509936,3.66937,3.6411,nan,nan,3.67342
3929,0.00229719,nan,nan,0.0025403,-5.55369,nan,nan,0.51,3.6694,3.64995,nan,nan,3.67216
3930,0.0022219,nan,nan,0.002495,-5.55369,nan,nan,0.510005,3.66932,3.6572,nan,nan,3.67369
3931,0.00214908,nan,nan,0.00249589,-5.55369,nan,nan,0.51,3.66937,3.6976,nan,nan,3.67302
3932,0.00207882,nan,nan,0.00244726,-5.55369,nan,nan,0.509959,3.66954,3.73074,nan,nan,3.67341
3933,0.00201086,nan,nan,0.00246479,-5.55369,nan,nan,0.509939,3.66963,3.72347,nan,nan,3.67305
3934,0.00194496,nan,nan,0.00241492,-5.55369,nan,nan,0.509983,3.66958,3.71752,nan,nan,3.67345
3935,0.00188121,nan,nan,0.00243297,-5.55369,nan,nan,0.509928,3.66954,3.71262,nan,nan,3.67337
3936,0.00181956,nan,nan,0.002333,-5.55369,nan,nan,0.510001,3.66966,3.7086,nan,nan,3.67298
3937,0.00175992,nan,nan,0.00226417,-5.55369,nan,nan,0.510073,3.6695,3.73979,nan,nan,3.67346
3938,0.00170242,nan,nan,0.00212442,-5.55369,nan,nan,0.510142,3.63449,99.1876,nan,nan,3.63721
3939,0.00213849,nan,nan,0.00254897,-5.55374,nan,nan,0.510059,3.63354,177.489,nan,nan,3.63665
3940,0.00256027,nan,nan,0.00300191,-5.55379,nan,nan,0.509903,3.63307,241.663,nan,nan,3.63711
3941,0.00296804,nan,nan,0.00346365,-5.55383,nan,nan,0.509872,3.63276,294.32,nan,nan,3.6356
3942,0.00336262,nan,nan,0.00383393,-5.55386,nan,nan,0.509897,3.63258,337.43,nan,nan,3.63444
3943,0.0037439,nan,nan,0.00423293,-5.55388,nan,nan,0.509746,3.632,372.813,nan,nan,3.63433
3944,0.00411287,nan,nan,0.0045314,-5.55391,nan,nan,0.509611,3.6317,401.825,nan,nan,3.63505
3945,0.00446974,nan,nan,0.00485472,-5.55392,nan,nan,0.509465,3.6315,425.614,nan,nan,3.63413
3946,0.00481491,nan,nan,0.00523203,-5.55394,nan,nan,0.509432,3.63126,445.119,nan,nan,3.63452
3947,0.00514876,nan,nan,0.00562969,-5.55395,nan,nan,0.509267,3.631,461.113,nan,nan,3.63367
3948,0.00547167,nan,nan,0.00590696,-5.55396,nan,nan,0.509174,3.63074,474.226,nan,nan,3.63372
3949,0.00578399,nan,nan,0.00619745,-5.55397,nan,nan,0.509053,3.63062,485.013,nan,nan,3.63329
3950,0.00608625,nan,nan,0.00656959,-5.55397,nan,nan,0.508963,3.6303,493.857,nan,nan,3.63272
3951,0.00637861,nan,nan,0.00674806,-5.55398,nan,nan,0.508901,3.62994,501.143,nan,nan,3.63115
3952,0.00666155,nan,nan,0.00709903,-5.55398,nan,nan,0.508779,3.62984,507.048,nan,nan,3.63041
3953,0.00693486,nan,nan,0.00732766,-5.55399,nan,nan,0.508673,3.62969,511.889,nan,nan,3.63045
3954,0.00719922,nan,nan,0.00758649,-5.55399,nan,nan,0.508612,3.62956,515.824,nan,nan,3.63088
3955,0.00745473,nan,nan,0.0077323,-5.55399,nan,nan,0.508569,3.62954,519.051,nan,nan,3.63117
3956,0.00770186,nan,nan,0.00803516,-5.55399,nan,nan,0.508446,3.62895,521.765,nan,nan,3.63111
3957,0.00794124,nan,nan,0.00833499,-5.55399,nan,nan,0.508334,3.62897,523.99,nan,nan,3.62957
3958,0.00817278,nan,nan,0.00854525,-5.554,nan,nan,0.508348,3.62897,525.781,nan,nan,3.63055
3959,0.00839655,nan,nan,0.00876176,-5.554,nan,nan,0.508352,3.62894,527.249,nan,nan,3.63004
3960,0.00861299,nan,nan,0.00897239,-5.554,nan,nan,0.508252,3.62866,528.452,nan,nan,3.62883
3961,0.00882232,nan,nan,0.00922778,-5.554,nan,nan,0.508225,3.62859,529.439,nan,nan,3.62898
3962,0.0090248,nan,nan,0.00943473,-5.554,nan,nan,0.5082,3.62841,530.248,nan,nan,3.6291
3963,0.00922064,nan,nan,0.00965523,-5.554,nan,nan,0.50818,3.6283,530.911,nan,nan,3.62892
3964,0.00941005,nan,nan,0.00992453,-5.554,nan,nan,0.508088,3.62799,531.489,nan,nan,3.62844
3965,0.00959344,nan,nan,0.0101263,-5.554,nan,nan,0.507956,3.62813,531.929,nan,nan,3.6285
3966,0.00977063,nan,nan,0.0103086,-5.554,nan,nan,0.507894,3.59237,627.859,nan,nan,3.59161
3967,0.0104341,nan,nan,0.0108786,-5.55406,nan,nan,0.507751,3.59137,706.587,nan,nan,3.59184
3968,0.0110759,nan,nan,0.0114273,-5.5541,nan,nan,0.50763,3.59065,771.109,nan,nan,3.59096
3969,0.0116965,nan,nan,0.012023,-5.55414,nan,nan,0.507465,3.59018,824.016,nan,nan,3.58943
3970,0.0122968,nan,nan,0.012542,-5.55417,nan,nan,0.507252,3.58981,867.397,nan,nan,3.58962
3971,0.0128774,nan,nan,0.0131987,-5.5542,nan,nan,0.507069,3.58927,902.967,nan,nan,3.58868
3972,0.013439,nan,nan,0.0138352,-5.55422,nan,nan,0.506916,3.58882,932.166,nan,nan,3.58693
3973,0.0139824,nan,nan,0.0143136,-5.55424,nan,nan,0.506808,3.58847,956.108,nan,nan,3.58777
3974,0.0145079,nan,nan,0.0148037,-5.55425,nan,nan,0.506757,3.58799,975.703,nan,nan,3.58565
3975,0.015016,nan,nan,0.0153594,-5.55426,nan,nan,0.506706,3.58756,991.804,nan,nan,3.58567
3976,0.0155076,nan,nan,0.0158633,-5.55427,nan,nan,0.506538,3.5873,1004.97,nan,nan,3.58492
3977,0.015983,nan,nan,0.016344,-5.55428,nan,nan,0.506314,3.58695,1015.77,nan,nan,3.58454
3978,0.0164428,nan,nan,0.0166968,-5.55429,nan,nan,0.506149,3.69371,737.845,nan,nan,3.69218
3979,0.0154117,nan,nan,0.0156744,-5.55412,nan,nan,0.506285,3.6955,510.014,nan,nan,3.69266
3980,0.0144146,nan,nan,0.0147358,-5.55399,nan,nan,0.506305,3.6966,323.274,nan,nan,3.69333
3981,0.0134502,nan,nan,0.0138193,-5.55388,nan,nan,0.506372,3.6977,170.203,nan,nan,3.69476
3982,0.0125174,nan,nan,0.0129623,-5.55378,nan,nan,0.506482,3.69864,44.6888,nan,nan,3.6955
3983,0.011615,nan,nan,0.0121287,-5.55371,nan,nan,0.506576,3.69964,-58.2062,nan,nan,3.69786
3984,0.0107422,nan,nan,0.0111499,-5.55365,nan,nan,0.506596,3.70006,-142.527,nan,nan,3.69718
3985,0.00989816,nan,nan,0.0102633,-5.5536,nan,nan,0.506704,3.70091,-211.692,nan,nan,3.6981
3986,0.00908164,nan,nan,0.0093686,-5.55356,nan,nan,0.506753,3.6656,-172.912,nan,nan,3.66343
3987,0.0087841,nan,nan,0.00904705,-5.55358,nan,nan,0.506795,3.66562,-141.117,nan,nan,3.66502
3988,0.00849614,nan,nan,0.00868337,-5.5536,nan,nan,0.506885,3.66568,-115.047,nan,nan,3.66506
3989,0.00821763,nan,nan,0.00846621,-5.55361,nan,nan,0.50682,3.66582,-93.6692,nan,nan,3.66556
3990,0.00794824,nan,nan,0.00828335,-5.55363,nan,nan,0.506802,3.66578,-76.1403,nan,nan,3.66539
3991,0.00768768,nan,nan,0.00803598,-5.55364,nan,nan,0.506752,3.66588,-61.7673,nan,nan,3.66531
3992,0.00743567,nan,nan,0.00773351,-5.55365,nan,nan,0.506688,3.66627,-49.982,nan,nan,3.66618
3993,0.00719192,nan,nan,0.0075237,-5.55365,nan,nan,0.50678,3.6659,-40.284,nan,nan,3.66653
3994,0.00695634,nan,nan,0.00733634,-5.55366,nan,nan,0.506798,3.66625,-32.3667,nan,nan,3.66516
3995,0.0067283,nan,nan,0.00711506,-5.55366,nan,nan,0.506717,3.66649,-25.8748,nan,nan,3.66625
3996,0.00650774,nan,nan,0.00693264,-5.55367,nan,nan,0.506765,3.6667,-20.5518,nan,nan,3.66694
3997,0.00629441,nan,nan,0.00667561,-5.55367,nan,nan,0.5067,3.66663,-16.1527,nan,nan,3.66703
3998,0.00608825,nan,nan,0.00647624,-5.55367,nan,nan,0.506618,3.6668,-12.5802,nan,nan,3.66664
3999,0.00588867,nan,nan,0.00628849,-5.55368,nan,nan,0.506618,3.66697,-9.65092,nan,nan,3.66666
4000,0.00569564,nan,nan,0.00599233,-5.55368,nan,nan,0.506536,3.66688,-7.21458,nan,nan,3.66624
4001,0.00550911,nan,nan,0.00576619,-5.55368,nan,nan,0.506635,3.66684,-5.21693,nan,nan,3.66697
4002,0.00532869,nan,nan,0.00555707,-5.55368,nan,nan,0.506644,3.63102,91.8077,nan,nan,3.63053
4003,0.0056457,nan,nan,0.00596083,-5.55374,nan,nan,0.506577,3.63067,171.368,nan,nan,3.63193
4004,0.00595214,nan,nan,0.00627249,-5.55379,nan,nan,0.506505,3.63008,236.643,nan,nan,3.63016
4005,0.00624871,nan,nan,0.00657962,-5.55382,nan,nan,0.506508,3.62994,290.169,nan,nan,3.6297
4006,0.00653556,nan,nan,0.00689157,-5.55386,nan,nan,0.506475,3.6296,334.025,nan,nan,3.62953
4007,0.00681283,nan,nan,0.00705898,-5.55388,nan,nan,0.506348,3.62927,370.055,nan,nan,3.6293
4008,0.00708136,nan,nan,0.00729637,-5.5539,nan,nan,0.506224,3.6291,399.598,nan,nan,3.63004
4009,0.00734109,nan,nan,0.00763934,-5.55392,nan,nan,0.50618,3.62868,423.822,nan,nan,3.62823
4010,0.0075923,nan,nan,0.00780017,-5.55394,nan,nan,0.50605,3.62852,443.65,nan,nan,3.62844
4011,0.0078351,nan,nan,0.00798438,-5.55395,nan,nan,0.50601,3.62812,459.942,nan,nan,3.62852
4012,0.00807012,nan,nan,0.0082853,-5.55396,nan,nan,0.50596,3.62799,473.266,nan,nan,3.62748
4013,0.00829725,nan,nan,0.00856867,-5.55397,nan,nan,0.505856,3.62812,484.156,nan,nan,3.6288
4014,0.00851677,nan,nan,0.0088089,-5.55397,nan,nan,0.505716,3.62795,493.119,nan,nan,3.62741
4015,0.00872926,nan,nan,0.009063,-5.55398,nan,nan,0.50566,3.62759,500.469,nan,nan,3.62829
4016,0.00893478,nan,nan,0.00920421,-5.55398,nan,nan,0.505515,3.62744,506.529,nan,nan,3.6268
4017,0.00913375,nan,nan,0.00935069,-5.55399,nan,nan,0.505476,3.62737,511.464,nan,nan,3.62683
4018,0.00932601,nan,nan,0.00953667,-5.55399,nan,nan,0.505312,3.62703,515.544,nan,nan,3.62642
4019,0.00951215,nan,nan,0.00974714,-5.55399,nan,nan,0.5053,3.62678,518.855,nan,nan,3.62588
4020,0.00969201,nan,nan,0.00996914,-5.55399,nan,nan,0.505313,3.62668,521.57,nan,nan,3.62696
4021,0.00986598,nan,nan,0.010141,-5.55399,nan,nan,0.505335,3.62668,523.83,nan,nan,3.62596
4022,0.0100344,nan,nan,0.0103028,-5.554,nan,nan,0.505326,3.62648,525.649,nan,nan,3.62549
4023,0.0101972,nan,nan,0.0103762,-5.554,nan,nan,0.505347,3.62649,527.174,nan,nan,3.62553
4024,0.0103547,nan,nan,0.0105784,-5.554,nan,nan,0.505321,3.62623,528.425,nan,nan,3.62506
4025,0.0105071,nan,nan,0.0108118,-5.554,nan,nan,0.505329,3.62627,529.417,nan,nan,3.62531
4026,0.0106544,nan,nan,0.0109645,-5.554,nan,nan,0.505193,3.62616,530.264,nan,nan,3.62526
4027,0.010797,nan,nan,0.0111443,-5.554,nan,nan,0.505122,3.62615,530.889,nan,nan,3.62589
4028,0.0109345,nan,nan,0.0113517,-5.554,nan,nan,0.505132,3.62591,531.437,nan,nan,3.62536
4029,0.0110678,nan,nan,0.0114921,-5.554,nan,nan,0.505053,3.62565,531.886,nan,nan,3.62436
4030,0.0111966,nan,nan,0.0116205,-5.554,nan,nan,0.504971,3.62549,532.288,nan,nan,3.62478
4031,0.0113214,nan,nan,0.011675,-5.554,nan,nan,0.504875,3.62551,532.618,nan,nan,3.62333
4032,0.0114422,nan,nan,0.0118335,-5.554,nan,nan,0.504809,3.62537,532.888,nan,nan,3.62393
4033,0.0115589,nan,nan,0.0119325,-5.554,nan,nan,0.504698,3.6255,533.041,nan,nan,3.62292
4034,0.0116715,nan,nan,0.0120918,-5.554,nan,nan,0.504664,3.6253,533.167,nan,nan,3.6246
4035,0.0117804,nan,nan,0.0121964,-5.554,nan,nan,0.504611,3.62506,533.338,nan,nan,3.62365
4036,0.0118861,nan,nan,0.0122039,-5.554,nan,nan,0.504466,3.6252,533.41,nan,nan,3.62339
4037,0.0119879,nan,nan,0.0123078,-5.554,nan,nan,0.504422,3.62502,533.503,nan,nan,3.62323
4038,0.0120866,nan,nan,0.0124662,-5.554,nan,nan,0.504276,3.62478,533.58,nan,nan,3.62267
4039,0.0121821,nan,nan,0.0125128,-5.554,nan,nan,0.504108,3.62471,533.677,nan,nan,3.62264
4040,0.0122746,nan,nan,0.0125024,-5.554,nan,nan,0.504058,3.62476,533.722,nan,nan,3.62304
4041,0.0123639,nan,nan,0.0125249,-5.554,nan,nan,0.504013,3.62471,533.759,nan,nan,3.62236
4042,0.0124503,nan,nan,0.0126354,-5.554,nan,nan,0.504021,3.62441,533.824,nan,nan,3.62233
