k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
0,0.01,0,0.02,0.01,0.8,0.799,0.801,0.8,3.92835,-0.329027,-0.368155,-0.2899,3.92835
1,0.00857743,0.00323635,0.0139185,0.0096914,0.576164,0.574141,0.578186,0.799953,3.92881,-8.93991,-9.17878,-8.70104,3.92881
2,2.24513,2.22133,2.26894,0.00945928,0.439728,0.436953,0.442503,0.799989,3.89252,-24.6592,-25.3184,-24,3.89252
3,8.16134,8.08025,8.24243,0.00954511,0.309909,0.306525,0.313293,0.799894,3.89316,-54.6583,-56.1264,-53.1902,3.89316
4,18.7179,18.5425,18.8933,0.00965168,0.178764,0.17493,0.182599,0.799767,3.89118,-107.033,-109.945,-104.121,3.89118
5,33.7904,33.4992,34.0815,0.00975861,0.0460087,0.0418502,0.0501671,0.799631,3.89245,-191.071,-196.302,-185.839,3.89245
6,50.0919,49.717,50.4667,0.00999556,-0.0897639,-0.0941634,-0.0853643,0.79961,3.89104,-317.917,-326.808,-309.026,3.89104
7,62.2429,61.8706,62.6152,0.010065,-0.231898,-0.23656,-0.227236,0.799495,3.89236,-507.035,-521.896,-492.174,3.89236
8,68.5975,68.2949,68.9001,0.0101756,-0.381549,-0.386555,-0.376542,0.799517,3.8906,-793.841,-818.552,-769.131,3.8906
9,71.1159,70.8952,71.3365,0.0102871,-0.537856,-0.543279,-0.532433,0.79942,3.89169,-1231.35,-1271.96,-1190.73,3.89169
10,71.5978,71.4443,71.7512,0.0104718,-0.70029,-0.70617,-0.694409,0.799377,3.89058,-1894.39,-1960.14,-1828.65,3.89058
11,70.9802,70.8755,71.0849,0.0105431,-0.86898,-0.875341,-0.86262,0.799277,3.89088,-2890.48,-2995.16,-2785.8,3.89088
12,69.7475,69.6766,69.8184,0.010654,-1.04435,-1.0512,-1.0375,0.799129,3.88943,-4374.9,-4539.07,-4210.72,3.88943
13,68.1681,68.12,68.2161,0.0108916,-1.22685,-1.2342,-1.21951,0.799116,3.89062,-6570.12,-6824.17,-6316.07,3.89062
14,66.3975,66.3648,66.4302,0.0111138,-1.41686,-1.4247,-1.40902,0.79895,3.89054,-9790.29,-10178.8,-9401.79,3.89054
15,64.529,64.5066,64.5515,0.0112774,-1.61457,-1.62291,-1.60623,0.798785,3.88886,-14469.8,-15057.6,-13882,3.88886
16,62.6199,62.6044,62.6354,0.0113564,-1.81999,-1.82883,-1.81115,0.79872,3.88885,-21192.1,-22072.7,-20311.5,3.88885
17,60.7058,60.695,60.7167,0.0114983,-2.03283,-2.04217,-2.02349,0.798732,3.88919,-30710.4,-32016.9,-29403.9,3.88919
18,58.8093,58.8016,58.817,0.011695,-2.25247,-2.26231,-2.24263,0.798606,3.88859,-43943.9,-45862.9,-42024.9,3.88859
19,56.9445,56.9389,56.9501,0.011833,-2.47789,-2.48823,-2.46755,0.798541,3.88781,-61927.6,-64716.4,-59138.8,3.88781
20,55.1202,55.116,55.1243,0.0118856,-2.70758,-2.71842,-2.69674,0.798401,3.88866,-85688.6,-89693.5,-81683.7,3.88866
21,53.3417,53.3385,53.3449,0.0119142,-2.93958,-2.95092,-2.92824,0.798404,3.88836,-116032,-121707,-110357,3.88836
22,51.6121,51.6096,51.6146,0.0119753,-3.17153,-3.18337,-3.15969,0.798375,3.88767,-153242,-161163,-145322,3.88767
23,49.9329,49.9308,49.9349,0.0120992,-3.40069,-3.41303,-3.38835,0.798338,3.88851,-196759,-207627,-185891,3.88851
24,48.3044,48.3027,48.3061,0.0121198,-3.62417,-3.63701,-3.61133,0.798172,3.88741,-244926,-259562,-230290,3.88741
25,46.7266,46.7251,46.728,0.0122287,-3.83911,-3.85245,-3.82577,0.798104,3.8869,-294950,-314268,-275633,3.8869
26,45.1986,45.1972,45.1999,0.012231,-4.04286,-4.0567,-4.02902,0.797992,3.88788,-343159,-368119,-318198,3.88788
27,43.7195,43.7182,43.7207,0.0123869,-4.2332,-4.24754,-4.21886,0.797989,3.88833,-385546,-417101,-353991,3.88833
28,42.2881,42.2869,42.2892,0.0125006,-4.40848,-4.42332,-4.39364,0.797912,3.88703,-418482,-457512,-379451,3.88703
29,40.9031,40.902,40.9042,0.012577,-4.56767,-4.58301,-4.55233,0.797789,3.8865,-439365,-486622,-392108,3.8865
30,39.5632,39.5621,39.5642,0.0127297,-4.71036,-4.7262,-4.69452,0.797731,3.85023,-447028,-503093,-390962,3.85023
31,38.2675,38.2665,38.2685,0.0132541,-4.83679,-4.85313,-4.82045,0.797638,3.85116,-441782,-507039,-376526,3.85116
32,37.0142,37.0132,37.0152,0.0137071,-4.94755,-4.96439,-4.93071,0.797499,3.84924,-425199,-499829,-350568,3.84924
33,35.8018,35.8008,35.8028,0.0142127,-5.04364,-5.06098,-5.0263,0.797408,3.84959,-399658,-483663,-315653,3.84959
34,34.6292,34.6282,34.6302,0.0146903,-5.12627,-5.14411,-5.10843,0.797244,3.84876,-367873,-461099,-274647,3.84876
35,33.495,33.494,33.496,0.0150934,-5.19681,-5.21515,-5.17847,0.797094,3.84736,-332484,-434657,-230312,3.84736
36,32.3979,32.3969,32.3989,0.0156085,-5.25663,-5.27547,-5.23779,0.796904,3.84746,-295789,-406551,-185026,3.84746
37,31.3368,31.3358,31.3378,0.0161591,-5.30708,-5.32642,-5.28774,0.796812,3.84599,-259599,-378544,-140655,3.84599
38,30.3104,30.3095,30.3114,0.0167057,-5.34943,-5.36927,-5.32959,0.796695,3.84676,-225219,-351917,-98521.2,3.84676
39,29.3177,29.3168,29.3187,0.0170763,-5.38483,-5.40517,-5.36449,0.796576,3.84463,-193485,-327505,-59463.7,3.84463
40,28.3576,28.3566,28.3586,0.0174057,-5.41434,-5.43518,-5.3935,0.796531,3.84582,-164848,-305777,-23918.6,3.84582
41,27.4289,27.4279,27.4299,0.0177655,-5.43885,-5.46019,-5.41751,0.796297,3.84412,-139468,-286917,7980.73,3.84412
42,26.5307,26.5297,26.5316,0.0182622,-5.45918,-5.48102,-5.43734,0.796252,3.95183,-117531,-271115,36052.9,3.95183
43,25.6604,25.6594,25.6614,0.0171092,-5.47582,-5.49816,-5.45348,0.796258,3.95289,-98598.6,-257998,60801.2,3.95289
44,24.8187,24.8177,24.8196,0.0160438,-5.48957,-5.51241,-5.46673,0.796239,3.95484,-82412.3,-247344,82519.7,3.95484
45,24.0045,24.0035,24.0055,0.0150703,-5.50092,-5.52426,-5.47758,0.796224,3.95436,-68678.8,-238893,101536,3.95436
46,23.2171,23.2161,23.218,0.0140534,-5.51026,-5.5341,-5.48642,0.796243,3.95647,-57098.6,-232378,118181,3.95647
47,22.4554,22.4545,22.4564,0.0130182,-5.51796,-5.5423,-5.49362,0.796313,3.95817,-47383.6,-227539,132772,3.95817
48,21.7188,21.7178,21.7197,0.0120873,-5.52429,-5.54913,-5.49945,0.796386,3.95793,-39267.1,-224136,145602,3.95793
49,21.0062,21.0053,21.0072,0.0111077,-5.5295,-5.55484,-5.50416,0.796483,3.95939,-32509,-221952,156934,3.95939
50,20.3171,20.3161,20.3181,0.0103082,-5.53378,-5.55962,-5.50794,0.7965,3.92492,-26806,-220717,167105,3.92492
51,19.651,19.65,19.652,0.00990326,-5.53735,-5.56369,-5.51101,0.796571,3.92513,-22080.7,-220356,176195,3.92513
52,19.0068,19.0058,19.0077,0.00959464,-5.54029,-5.56713,-5.51345,0.796513,3.92571,-18173,-220726,184380,3.92571
53,18.3837,18.3827,18.3846,0.00921654,-5.5427,-5.57004,-5.51536,0.796432,3.92519,-14946.4,-221703,191810,3.92519
54,17.781,17.78,17.7819,0.00887281,-5.54467,-5.57251,-5.51683,0.796478,3.92579,-12285.4,-223184,198613,3.92579
55,17.198,17.1971,17.199,0.00861571,-5.54629,-5.57463,-5.51795,0.796393,3.92678,-10093.4,-225081,204894,3.92678
56,16.6342,16.6333,16.6352,0.00840584,-5.54763,-5.57647,-5.51879,0.796375,3.92604,-8289.05,-227321,210743,3.92604
57,16.0889,16.0879,16.0899,0.00803719,-5.54872,-5.57806,-5.51938,0.796338,3.92686,-6804.94,-229845,216235,3.92686
58,15.5614,15.5605,15.5624,0.0076803,-5.54961,-5.57945,-5.51977,0.796324,3.9264,-5584.92,-232602,221432,3.9264
59,15.0513,15.0503,15.0522,0.00748429,-5.55035,-5.58069,-5.52001,0.796387,3.92642,-4582.47,-235550,226385,3.92642
60,14.5578,14.5569,14.5588,0.00732593,-5.55095,-5.58179,-5.52011,0.796324,3.92675,-3759.1,-238655,231137,3.92675
61,14.0806,14.0796,14.0815,0.00716228,-5.55144,-5.58278,-5.5201,0.796284,3.92677,-3083.03,-241889,235723,3.92677
62,13.619,13.618,13.6199,0.00691418,-5.55185,-5.58369,-5.52001,0.796321,3.9283,-2528.07,-245229,240173,3.9283
63,13.1725,13.1715,13.1734,0.00662335,-5.55218,-5.58452,-5.51984,0.796387,3.92818,-2072.61,-248656,244511,3.92818
64,12.7406,12.7397,12.7416,0.00644487,-5.55245,-5.58529,-5.51961,0.796471,3.92819,-1698.88,-252153,248756,3.92819
65,12.3229,12.322,12.3239,0.00614909,-5.55268,-5.58602,-5.51934,0.796484,3.92887,-1392.26,-255709,252925,3.92887
66,11.9189,11.918,11.9199,0.00602925,-5.55286,-5.5867,-5.51902,0.796536,3.89156,-1045.44,-259233,257142,3.89156
67,11.5287,11.5277,11.5297,0.00627863,-5.55307,-5.58741,-5.51873,0.796379,3.89297,-760.931,-262810,261288,3.89297
68,11.1512,11.1503,11.1522,0.00650875,-5.55324,-5.58808,-5.5184,0.796288,3.89274,-527.557,-266431,265376,3.89274
69,10.7861,10.7852,10.7871,0.00681302,-5.55338,-5.58872,-5.51804,0.796289,3.89203,-336.146,-270088,269416,3.89203
70,10.433,10.432,10.434,0.00715726,-5.55349,-5.58933,-5.51765,0.796284,3.89122,-179.133,-273775,273416,3.89122
71,10.0915,10.0905,10.0924,0.00749734,-5.55358,-5.58992,-5.51724,0.796266,3.89036,-50.4412,-277485,277384,3.89036
72,9.76112,9.76015,9.76209,0.00773878,-5.55366,-5.5905,-5.51682,0.796264,3.89085,55.1211,-281215,281326,3.89085
73,9.44161,9.44064,9.44258,0.00797229,-5.55372,-5.59106,-5.51638,0.796114,3.88938,141.678,-284962,285245,3.88938
74,9.13257,9.1316,9.13354,0.00812995,-5.55377,-5.59161,-5.51593,0.796,3.89053,212.647,-288721,289147,3.89053
75,8.83366,8.83269,8.83463,0.0084456,-5.55382,-5.59216,-5.51548,0.796017,3.88869,270.867,-292492,293033,3.88869
76,8.54455,8.54358,8.54552,0.0087519,-5.55385,-5.59269,-5.51501,0.795982,3.88979,318.562,-296271,296908,3.88979
77,8.26492,8.26395,8.26588,0.00891226,-5.55388,-5.59322,-5.51454,0.795946,3.88917,357.662,-300057,300772,3.88917
78,7.99445,7.99348,7.99542,0.00910679,-5.5539,-5.59374,-5.51406,0.795915,3.88886,389.68,-303849,304629,3.88886
79,7.73285,7.73188,7.73382,0.00932733,-5.55392,-5.59426,-5.51358,0.795945,3.88844,415.924,-307646,308478,3.88844
80,7.47983,7.47886,7.4808,0.00959074,-5.55394,-5.59478,-5.5131,0.795848,3.8892,437.468,-311447,312322,3.8892
81,7.23511,7.23414,7.23607,0.00972709,-5.55395,-5.59529,-5.51261,0.795727,3.88815,455.126,-315252,316162,3.88815
82,6.9984,6.99743,6.99937,0.0098738,-5.55396,-5.5958,-5.51212,0.795568,3.88751,469.596,-319058,319998,3.88751
83,6.76946,6.76849,6.77043,0.0100511,-5.55397,-5.59631,-5.51163,0.795591,3.8867,481.418,-322867,323830,3.8867
84,6.54802,6.54705,6.54899,0.0101703,-5.55397,-5.59681,-5.51114,0.795547,3.88837,491.139,-326678,327660,3.88837
85,6.33384,6.33287,6.33481,0.0103939,-5.55398,-5.59732,-5.51064,0.79541,3.88678,499.102,-330490,331489,3.88678
86,6.12669,6.12572,6.12766,0.0104763,-5.55399,-5.59783,-5.51015,0.795248,3.88706,505.659,-334304,335315,3.88706
87,5.92632,5.92535,5.92729,0.0106083,-5.55399,-5.59833,-5.50965,0.795088,3.88645,510.959,-338118,339140,3.88645
88,5.73253,5.73156,5.73349,0.01081,-5.55399,-5.59883,-5.50915,0.794988,3.88569,515.299,-341933,342964,3.88569
89,5.54508,5.54411,5.54605,0.0110338,-5.55399,-5.59933,-5.50865,0.795014,3.88595,518.885,-345749,346787,3.88595
90,5.36378,5.36282,5.36475,0.0112637,-5.554,-5.59984,-5.50816,0.794977,3.88543,521.819,-349565,350609,3.88543
91,5.18843,5.18746,5.1894,0.0114199,-5.554,-5.60034,-5.50766,0.794936,3.88643,524.22,-353382,354430,3.88643
92,5.01883,5.01786,5.01979,0.0114692,-5.554,-5.60084,-5.50716,0.794908,3.88459,526.182,-357199,358251,3.88459
93,4.85478,4.85381,4.85575,0.0115323,-5.554,-5.60134,-5.50666,0.794833,3.88478,527.785,-361016,362072,3.88478
94,4.69611,4.69515,4.69708,0.0116531,-5.554,-5.60184,-5.50616,0.794664,3.88523,529.095,-364834,365892,3.88523
95,4.54265,4.54168,4.54362,0.0117173,-5.554,-5.60234,-5.50566,0.794572,3.88599,530.094,-368651,369712,3.88599
96,4.39421,4.39325,4.39518,0.011819,-5.554,-5.60284,-5.50516,0.794492,3.88435,531.013,-372469,373531,3.88435
97,4.25065,4.24968,4.25161,0.0119426,-5.554,-5.60334,-5.50466,0.794397,3.88452,531.726,-376287,377351,3.88452
98,4.11179,4.11082,4.11275,0.0119481,-5.554,-5.60384,-5.50416,0.794415,3.8853,532.307,-380105,381170,3.8853
99,3.97748,3.97651,3.97844,0.0120696,-5.554,-5.60434,-5.50366,0.794288,3.88445,532.778,-383924,384989,3.88445
100,3.84757,3.8466,3.84854,0.0122329,-5.554,-5.60484,-5.50316,0.794161,3.88445,533.16,-387742,388808,3.88445
101,3.72192,3.72096,3.72289,0.0123544,-5.554,-5.60534,-5.50266,0.794015,3.88315,533.435,-391560,392627,3.88315
102,3.6004,3.59943,3.60137,0.0123554,-5.554,-5.60584,-5.50216,0.793998,3.88447,533.691,-395379,396446,3.88447
103,3.48285,3.48189,3.48382,0.012365,-5.554,-5.60634,-5.50166,0.793863,3.88394,533.897,-399197,400265,3.88394
104,3.36916,3.3682,3.37013,0.0124495,-5.554,-5.60684,-5.50116,0.793841,3.88284,534.027,-403016,404084,3.88284
105,3.2592,3.25823,3.26017,0.0124419,-5.554,-5.60734,-5.50066,0.793814,3.88447,534.131,-406834,407902,3.88447
106,3.15284,3.15187,3.15381,0.0125867,-5.554,-5.60784,-5.50016,0.79374,3.88293,534.281,-410653,411721,3.88293
107,3.04997,3.049,3.05094,0.0126943,-5.554,-5.60834,-5.49966,0.793679,3.88381,534.331,-414471,415540,3.88381
108,2.95047,2.94951,2.95144,0.0127,-5.554,-5.60884,-5.49916,0.793554,3.88315,534.404,-418290,419359,3.88315
109,2.85424,2.85327,2.85521,0.0127385,-5.554,-5.60934,-5.49866,0.7934,3.88238,534.426,-422108,423177,3.88238
110,2.76116,2.76019,2.76212,0.0127952,-5.554,-5.60984,-5.49816,0.793415,3.88331,534.476,-425927,426996,3.88331
111,2.67113,2.67016,2.67209,0.0129245,-5.554,-5.61034,-5.49766,0.793306,3.88323,534.513,-429745,430814,3.88323
112,2.58405,2.58308,2.58502,0.0130768,-5.554,-5.61084,-5.49716,0.793178,3.88269,534.541,-433564,434633,3.88269
113,2.49982,2.49886,2.50079,0.0131794,-5.554,-5.61134,-5.49666,0.793123,3.8818,534.527,-437383,438452,3.8818
114,2.41836,2.41739,2.41933,0.0133016,-5.554,-5.61184,-5.49616,0.793099,3.88143,534.512,-441201,442270,3.88143
115,2.33957,2.3386,2.34054,0.013384,-5.554,-5.61234,-5.49566,0.793104,3.88164,534.498,-445020,446089,3.88164
116,2.26336,2.26239,2.26433,0.0134244,-5.554,-5.61284,-5.49516,0.793003,3.88181,534.518,-448838,449907,3.88181
117,2.18965,2.18868,2.19062,0.0135421,-5.554,-5.61334,-5.49466,0.793022,3.88116,534.532,-452657,453726,3.88116
118,2.11836,2.11739,2.11933,0.0135444,-5.554,-5.61384,-5.49416,0.792962,3.88096,534.506,-456476,457545,3.88096
119,2.0494,2.04843,2.05037,0.013552,-5.554,-5.61434,-5.49366,0.792932,3.88129,534.518,-460294,461363,3.88129
120,1.98271,1.98174,1.98367,0.0136851,-5.554,-5.61484,-5.49316,0.792831,3.88162,534.49,-464113,465182,3.88162
121,1.9182,1.91723,1.91916,0.0137536,-5.554,-5.61534,-5.49266,0.79283,3.88117,534.431,-467931,469000,3.88117
122,1.8558,1.85483,1.85677,0.0137636,-5.554,-5.61584,-5.49216,0.79284,3.88192,534.45,-471750,472819,3.88192
123,1.79545,1.79448,1.79642,0.0138525,-5.554,-5.61634,-5.49166,0.792781,3.88095,534.428,-475569,476637,3.88095
124,1.73708,1.73611,1.73805,0.0139226,-5.554,-5.61684,-5.49116,0.792658,3.88107,534.444,-479387,480456,3.88107
125,1.68063,1.67966,1.68159,0.0138636,-5.554,-5.61734,-5.49066,0.792523,3.88177,534.42,-483206,484275,3.88177
126,1.62602,1.62505,1.62699,0.0139254,-5.554,-5.61784,-5.49016,0.792435,3.88139,534.433,-487024,488093,3.88139
127,1.5732,1.57224,1.57417,0.0139559,-5.554,-5.61834,-5.48966,0.792436,3.88098,534.441,-490843,491912,3.88098
128,1.52212,1.52115,1.52309,0.0139139,-5.554,-5.61884,-5.48916,0.792277,3.88161,534.447,-494661,495730,3.88161
129,1.47271,1.47174,1.47368,0.0140479,-5.554,-5.61934,-5.48866,0.792149,3.8801,534.415,-498480,499549,3.8801
130,1.42492,1.42395,1.42589,0.0141267,-5.554,-5.61984,-5.48816,0.792008,3.88054,534.422,-502299,503368,3.88054
131,1.3787,1.37773,1.37967,0.0142525,-5.554,-5.62034,-5.48766,0.791997,3.87939,534.427,-506117,507186,3.87939
132,1.33399,1.33302,1.33496,0.0142588,-5.554,-5.62084,-5.48716,0.791936,3.87944,534.463,-509936,511005,3.87944
133,1.29075,1.28978,1.29172,0.0143011,-5.554,-5.62134,-5.48666,0.791902,3.88029,534.423,-513754,514823,3.88029
134,1.24893,1.24796,1.24989,0.0143404,-5.554,-5.62184,-5.48616,0.791803,3.88066,534.388,-517573,518642,3.88066
135,1.20847,1.2075,1.20944,0.0143697,-5.554,-5.62234,-5.48566,0.791737,3.87937,534.393,-521392,522460,3.87937
136,1.16935,1.16838,1.17031,0.0143652,-5.554,-5.62284,-5.48516,0.791721,3.87938,534.395,-525210,526279,3.87938
137,1.1315,1.13053,1.13247,0.0144209,-5.554,-5.62334,-5.48466,0.791586,3.87955,534.396,-529029,530098,3.87955
138,1.0949,1.09393,1.09587,0.0144902,-5.554,-5.62384,-5.48416,0.79156,3.87913,534.396,-532847,533916,3.87913
139,1.05949,1.05853,1.06046,0.0144796,-5.554,-5.62434,-5.48366,0.791414,3.87905,534.359,-536666,537735,3.87905
140,1.02525,1.02428,1.02622,0.0144783,-5.554,-5.62484,-5.48316,0.791295,3.87947,534.363,-540485,541553,3.87947
141,0.992132,0.991164,0.9931,0.0143972,-5.554,-5.62534,-5.48266,0.791302,3.87975,534.365,-544303,545372,3.87975
142,0.960098,0.959129,0.961066,0.0144414,-5.554,-5.62584,-5.48216,0.791313,3.8793,534.366,-548122,549191,3.8793
143,0.929114,0.928145,0.930082,0.0144274,-5.554,-5.62634,-5.48166,0.791189,3.87929,534.365,-551940,553009,3.87929
144,0.899145,0.898177,0.900114,0.0144627,-5.554,-5.62684,-5.48116,0.791193,3.87841,534.364,-555759,556828,3.87841
145,0.87016,0.869191,0.871128,0.014474,-5.554,-5.62734,-5.48066,0.791127,3.87904,534.361,-559578,560646,3.87904
146,0.842124,0.841156,0.843092,0.014494,-5.554,-5.62784,-5.48016,0.791122,3.87972,534.324,-563396,564465,3.87972
147,0.815008,0.814039,0.815976,0.0145293,-5.554,-5.62834,-5.47966,0.790979,3.87916,534.327,-567215,568283,3.87916
148,0.78878,0.787812,0.789748,0.0146202,-5.554,-5.62884,-5.47916,0.790902,3.87768,534.329,-571033,572102,3.87768
149,0.763413,0.762444,0.764381,0.0146734,-5.554,-5.62934,-5.47866,0.790742,3.87776,534.329,-574852,575921,3.87776
150,0.738877,0.737908,0.739845,0.0146867,-5.554,-5.62984,-5.47816,0.790575,3.87779,534.329,-578671,579739,3.87779
151,0.715145,0.714177,0.716113,0.014627,-5.554,-5.63034,-5.47766,0.790565,3.87814,534.328,-582489,583558,3.87814
152,0.692192,0.691223,0.69316,0.014681,-5.554,-5.63084,-5.47716,0.790524,3.87768,534.291,-586308,587376,3.87768
153,0.66999,0.669022,0.670959,0.0146223,-5.554,-5.63134,-5.47666,0.790547,3.84291,629.906,-590066,591326,3.84291
154,0.649009,0.648041,0.649977,0.0152035,-5.55406,-5.6319,-5.47622,0.790452,3.8408,708.265,-593836,595253,3.8408
155,0.628716,0.627747,0.629684,0.0155954,-5.55411,-5.63245,-5.47577,0.790261,3.8413,772.553,-597615,599160,3.8413
156,0.609088,0.608119,0.610056,0.0161553,-5.55414,-5.63298,-5.4753,0.790038,3.84059,825.301,-601401,603052,3.84059
157,0.590103,0.589135,0.591072,0.0166137,-5.55418,-5.63352,-5.47484,0.789992,3.83884,868.516,-605194,606931,3.83884
158,0.571741,0.570773,0.572709,0.0170688,-5.5542,-5.63404,-5.47436,0.789889,3.83824,903.881,-608991,610799,3.83824
159,0.553981,0.553012,0.554949,0.0174738,-5.55422,-5.63456,-5.47388,0.789653,3.83879,932.912,-612793,614659,3.83879
160,0.536803,0.535834,0.537771,0.0179395,-5.55424,-5.63508,-5.4734,0.789525,3.83818,956.748,-616598,618511,3.83818
161,0.520188,0.51922,0.521156,0.0183852,-5.55425,-5.63559,-5.47291,0.789402,3.83715,976.292,-620406,622358,3.83715
162,0.504118,0.50315,0.505086,0.018716,-5.55427,-5.63611,-5.47243,0.789169,3.83674,992.315,-624216,626200,3.83674
163,0.488575,0.487606,0.489543,0.0190764,-5.55427,-5.63661,-5.47194,0.789102,3.83663,1005.42,-628027,630038,3.83663
164,0.473541,0.472573,0.474509,0.0194761,-5.55428,-5.63712,-5.47144,0.788925,3.83524,1016.19,-631841,633873,3.83524
165,0.459,0.458032,0.459968,0.0198815,-5.55429,-5.63763,-5.47095,0.788862,3.94332,738.134,-635827,637303,3.94332
166,0.44346,0.442492,0.444428,0.0186519,-5.55412,-5.63796,-5.47028,0.788855,3.94404,510.278,-639783,640803,3.94404
167,0.42843,0.427462,0.429398,0.0175088,-5.55399,-5.63833,-5.46965,0.78892,3.94551,323.516,-643712,644359,3.94551
168,0.413892,0.412924,0.41486,0.016534,-5.55388,-5.63872,-5.46904,0.7889,3.94776,170.462,-647621,647962,3.94776
169,0.399831,0.398863,0.4008,0.0155231,-5.55379,-5.63913,-5.46845,0.789023,3.94782,44.9613,-651513,651603,3.94782
170,0.386231,0.385263,0.3872,0.0144826,-5.55371,-5.63955,-5.46787,0.789122,3.94878,-57.8885,-655391,655275,3.94878
171,0.373077,0.372109,0.374046,0.0135304,-5.55365,-5.63999,-5.46731,0.789123,3.95039,-142.276,-659258,658973,3.95039
172,0.360354,0.359386,0.361322,0.012631,-5.5536,-5.64044,-5.46676,0.789251,3.95011,-211.427,-663115,662692,3.95011
173,0.348048,0.34708,0.349017,0.0116473,-5.55356,-5.6409,-5.46622,0.789366,3.91635,-172.629,-666909,666564,3.91635
174,0.336638,0.33567,0.337606,0.0113403,-5.55358,-5.64142,-5.46574,0.789334,3.91705,-140.827,-670708,670426,3.91705
175,0.325602,0.324633,0.32657,0.0109747,-5.5536,-5.64194,-5.46526,0.789407,3.91612,-114.75,-674510,674280,3.91612
176,0.314927,0.313959,0.315895,0.0107051,-5.55361,-5.64245,-5.46478,0.789432,3.91768,-93.3682,-678314,678128,3.91768
177,0.304603,0.303634,0.305571,0.0103702,-5.55363,-5.64297,-5.46429,0.789456,3.91672,-75.836,-682121,681970,3.91672
178,0.294617,0.293648,0.295585,0.010096,-5.55364,-5.64348,-5.4638,0.789542,3.91737,-61.4605,-685930,685807,3.91737
179,0.284958,0.28399,0.285926,0.00983962,-5.55365,-5.64399,-5.46331,0.789578,3.91765,-49.6735,-689741,689641,3.91765
180,0.275616,0.274648,0.276584,0.00946391,-5.55365,-5.64449,-5.46281,0.789551,3.91926,-40.0088,-693553,693473,3.91926
181,0.26658,0.265612,0.267548,0.00909005,-5.55366,-5.645,-5.46232,0.789647,3.91816,-32.0846,-697365,697301,3.91816
182,0.257841,0.256872,0.258809,0.00876051,-5.55366,-5.6455,-5.46182,0.789686,3.91989,-25.5874,-701179,701128,3.91989
183,0.249388,0.248419,0.250356,0.00852765,-5.55367,-5.64601,-5.46133,0.789712,3.91943,-20.2602,-704993,704953,3.91943
184,0.241212,0.240244,0.24218,0.00831204,-5.55367,-5.64651,-5.46083,0.789705,3.92016,-15.8925,-708808,708776,3.92016
185,0.233304,0.232336,0.234272,0.00799741,-5.55367,-5.64701,-5.46033,0.789705,3.91951,-12.3114,-712623,712599,3.91951
186,0.225655,0.224687,0.226624,0.00778918,-5.55368,-5.64752,-5.45984,0.789761,3.92113,-9.37537,-716439,716420,3.92113
187,0.218258,0.217289,0.219226,0.00745338,-5.55368,-5.64802,-5.45934,0.789822,3.92092,-6.96818,-720255,720241,3.92092
188,0.211102,0.210134,0.21207,0.00728659,-5.55368,-5.64852,-5.45884,0.789736,3.88505,90.4329,-724019,724200,3.88505
189,0.204673,0.203705,0.205641,0.00754056,-5.55374,-5.64908,-5.4584,0.789573,3.88477,170.33,-727793,728134,3.88477
190,0.198455,0.197486,0.199423,0.00781418,-5.55378,-5.64962,-5.45795,0.789472,3.88408,235.812,-731576,732047,3.88408
191,0.19244,0.191472,0.193408,0.00802479,-5.55382,-5.65016,-5.45748,0.789414,3.88405,289.542,-735365,735944,3.88405
192,0.186623,0.185655,0.187591,0.00817469,-5.55386,-5.6507,-5.45702,0.789256,3.88327,333.564,-739159,739826,3.88327
193,0.180996,0.180028,0.181964,0.00847431,-5.55388,-5.65122,-5.45654,0.789272,3.88309,369.662,-742958,743697,3.88309
194,0.175554,0.174586,0.176522,0.00861579,-5.5539,-5.65174,-5.45606,0.789255,3.88257,399.295,-746761,747559,3.88257
195,0.17029,0.169322,0.171259,0.00888394,-5.55392,-5.65226,-5.45558,0.789141,3.88288,423.557,-750566,751413,3.88288
196,0.165199,0.164231,0.166167,0.00917609,-5.55394,-5.65278,-5.4551,0.789084,3.88227,443.52,-754374,755261,3.88227
197,0.160275,0.159307,0.161243,0.00931287,-5.55395,-5.65329,-5.45461,0.788978,3.88143,459.819,-758184,759103,3.88143
198,0.155512,0.154544,0.15648,0.00942995,-5.55396,-5.6538,-5.45412,0.78898,3.88271,473.218,-761995,762942,3.88271
199,0.150906,0.149937,0.151874,0.00967307,-5.55397,-5.65431,-5.45363,0.788928,3.88223,484.169,-765808,766776,3.88223
200,0.14645,0.145482,0.147418,0.00984072,-5.55397,-5.65481,-5.45313,0.788818,3.88153,493.182,-769622,770608,3.88153
201,0.14214,0.141172,0.143109,0.00996598,-5.55398,-5.65532,-5.45264,0.78869,3.88109,500.572,-773436,774438,3.88109
202,0.137972,0.137004,0.13894,0.010147,-5.55398,-5.65582,-5.45214,0.788562,3.88069,506.631,-777252,778265,3.88069
203,0.133941,0.132972,0.134909,0.0103774,-5.55399,-5.65633,-5.45165,0.788504,3.88064,511.565,-781068,782091,3.88064
204,0.130041,0.129073,0.131009,0.0105075,-5.55399,-5.65683,-5.45115,0.788345,3.88039,515.644,-784884,785916,3.88039
205,0.126269,0.125301,0.127238,0.0105679,-5.55399,-5.65733,-5.45065,0.788348,3.88068,518.954,-788701,789739,3.88068
