k,Up_est,Up_low,Up_up,Up_true,SOC_est,SOC_low,SOC_up,SOC_true,Vol,y_est,y_low,y_up,y_true
1126,0.00848299,0.00751469,0.00945128,0.00859077,-5.5536,-6.11744,-4.98976,0.713343,3.84744,-114.925,-4.3045e+06,4.30427e+06,3.84744
1127,0.0082049,0.00723661,0.00917319,0.00837909,-5.55361,-6.11795,-4.98928,0.713439,3.84819,-93.5363,-4.30836e+06,4.30817e+06,3.84819
1128,0.00793593,0.00696764,0.00890422,0.00819692,-5.55363,-6.11847,-4.98879,0.713426,3.84908,-75.9981,-4.3122e+06,4.31205e+06,3.84908
1129,0.00767578,0.00670748,0.00864407,0.00799582,-5.55364,-6.11898,-4.9883,0.713465,3.84799,-61.5829,-4.31605e+06,4.31592e+06,3.84799
1130,0.00742433,0.00645604,0.00839263,0.00768244,-5.55365,-6.11948,-4.98781,0.713559,3.85009,-49.7976,-4.31988e+06,4.31978e+06,3.85009
1131,0.00718095,0.00621266,0.00814925,0.00738021,-5.55365,-6.11999,-4.98732,0.713646,3.8491,-40.134,-4.32372e+06,4.32364e+06,3.8491
1132,0.00694555,0.00597726,0.00791384,0.00718667,-5.55366,-6.1205,-4.98682,0.713722,3.84983,-32.2103,-4.32755e+06,4.32748e+06,3.84983
1133,0.00671787,0.00574958,0.00768616,0.00699405,-5.55366,-6.121,-4.98633,0.713703,3.85112,-25.7132,-4.33138e+06,4.33132e+06,3.85112
1134,0.00649765,0.00552936,0.00746594,0.00678923,-5.55367,-6.12151,-4.98583,0.713759,3.85086,-20.3859,-4.3352e+06,4.33516e+06,3.85086
1135,0.00628465,0.00531636,0.00725294,0.00655484,-5.55367,-6.12201,-4.98533,0.713824,3.85046,-16.0178,-4.33903e+06,4.339e+06,3.85046
1136,0.00607863,0.00511034,0.00704693,0.00636393,-5.55367,-6.12251,-4.98484,0.713781,3.85182,-12.4361,-4.34285e+06,4.34283e+06,3.85182
1137,0.00587937,0.00491108,0.00684766,0.00608516,-5.55368,-6.12301,-4.98434,0.713876,3.85072,-9.49938,-4.34667e+06,4.34665e+06,3.85072
1138,0.00568664,0.00471835,0.00665493,0.00583803,-5.55368,-6.12352,-4.98384,0.71384,3.85112,-7.09136,-4.35049e+06,4.35048e+06,3.85112
1139,0.00550023,0.00453194,0.00646852,0.00567084,-5.55368,-6.12402,-4.98334,0.713934,3.85157,-5.11692,-4.35432e+06,4.35431e+06,3.85157
1140,0.00531993,0.00435164,0.00628822,0.00548351,-5.55368,-6.12452,-4.98284,0.713954,3.81659,91.9642,-4.3583e+06,4.35849e+06,3.81659
1141,0.00563723,0.00466893,0.00660552,0.00578408,-5.55374,-6.12508,-4.9824,0.713837,3.81489,171.564,-4.36226e+06,4.3626e+06,3.81489
1142,0.00594412,0.00497583,0.00691242,0.00610036,-5.55379,-6.12562,-4.98195,0.713799,3.81571,236.837,-4.36619e+06,4.36666e+06,3.81571
1143,0.00624096,0.00527266,0.00720925,0.00645445,-5.55382,-6.12616,-4.98149,0.713733,3.81461,290.327,-4.3701e+06,4.37068e+06,3.81461
1144,0.00652788,0.00555959,0.00749617,0.00673422,-5.55386,-6.12669,-4.98102,0.713692,3.81534,334.223,-4.374e+06,4.37466e+06,3.81534
1145,0.00680558,0.00583728,0.00777387,0.00702292,-5.55388,-6.12722,-4.98054,0.713583,3.81363,370.181,-4.37788e+06,4.37862e+06,3.81363
1146,0.00707399,0.0061057,0.00804228,0.00726089,-5.5539,-6.12774,-4.98007,0.713464,3.81462,399.666,-4.38175e+06,4.38255e+06,3.81462
1147,0.0073336,0.00636531,0.0083019,0.00747996,-5.55392,-6.12826,-4.97958,0.713385,3.81382,423.842,-4.38561e+06,4.38645e+06,3.81382
1148,0.00758471,0.00661641,0.008553,0.00780292,-5.55394,-6.12877,-4.9791,0.713223,3.81334,443.733,-4.38946e+06,4.39035e+06,3.81334
1149,0.00782793,0.00685964,0.00879623,0.00810676,-5.55395,-6.12929,-4.97861,0.71307,3.81162,459.974,-4.39331e+06,4.39423e+06,3.81162
1150,0.00806283,0.00709454,0.00903113,0.00839332,-5.55396,-6.1298,-4.97812,0.713076,3.81293,473.325,-4.39715e+06,4.3981e+06,3.81293
1151,0.00829021,0.00732191,0.0092585,0.00862661,-5.55397,-6.1303,-4.97763,0.713032,3.81119,484.272,-4.40099e+06,4.40196e+06,3.81119
1152,0.00851013,0.00754183,0.00947842,0.00889351,-5.55397,-6.13081,-4.97713,0.712882,3.81177,493.213,-4.40482e+06,4.40581e+06,3.81177
1153,0.00872266,0.00775436,0.00969095,0.0090126,-5.55398,-6.13132,-4.97664,0.712853,3.81115,500.613,-4.40865e+06,4.40965e+06,3.81115
1154,0.00892858,0.00796028,0.00989687,0.00915883,-5.55398,-6.13182,-4.97614,0.712752,3.81063,506.646,-4.41248e+06,4.41349e+06,3.81063
1155,0.00912757,0.00815928,0.0100959,0.00944537,-5.55399,-6.13232,-4.97565,0.712765,3.81056,511.558,-4.41631e+06,4.41733e+06,3.81056
1156,0.00931986,0.00835157,0.0102882,0.00968657,-5.55399,-6.13283,-4.97515,0.712741,3.81111,515.654,-4.42013e+06,4.42117e+06,3.81111
1157,0.0095062,0.00853791,0.0104745,0.00983771,-5.55399,-6.13333,-4.97465,0.712658,3.81123,518.979,-4.42396e+06,4.425e+06,3.81123
1158,0.00968626,0.00871796,0.0106545,0.0100821,-5.55399,-6.13383,-4.97415,0.71267,3.81047,521.704,-4.42778e+06,4.42883e+06,3.81047
1159,0.00986041,0.00889211,0.0108287,0.0102742,-5.55399,-6.13433,-4.97366,0.712613,3.81033,523.904,-4.4316e+06,4.43265e+06,3.81033
1160,0.0100287,0.00906038,0.010997,0.0104091,-5.554,-6.13483,-4.97316,0.712596,3.80877,525.777,-4.43543e+06,4.43648e+06,3.80877
1161,0.0101918,0.00922348,0.0111601,0.010596,-5.554,-6.13533,-4.97266,0.712497,3.80941,527.278,-4.43925e+06,4.4403e+06,3.80941
1162,0.0103494,0.00938106,0.0113176,0.0108252,-5.554,-6.13584,-4.97216,0.712348,3.80832,528.509,-4.44307e+06,4.44413e+06,3.80832
1163,0.0105018,0.00953347,0.0114701,0.0109294,-5.554,-6.13634,-4.97166,0.712324,3.80891,529.518,-4.44689e+06,4.44795e+06,3.80891
1164,0.0106492,0.00968089,0.0116175,0.0111447,-5.554,-6.13684,-4.97116,0.712343,3.80836,530.345,-4.45071e+06,4.45177e+06,3.80836
1165,0.0107918,0.00982347,0.0117601,0.0113587,-5.554,-6.13734,-4.97066,0.712271,3.80751,531.023,-4.45453e+06,4.45559e+06,3.80751
1166,0.0109297,0.00996138,0.011898,0.011573,-5.554,-6.13784,-4.97016,0.712275,3.80921,531.51,-4.45835e+06,4.45941e+06,3.80921
1167,0.0110627,0.0100944,0.012031,0.0116012,-5.554,-6.13834,-4.96966,0.712282,3.80891,531.979,-4.46217e+06,4.46323e+06,3.80891
1168,0.0111917,0.0102234,0.01216,0.0116858,-5.554,-6.13884,-4.96916,0.7123,3.80836,532.363,-4.46599e+06,4.46705e+06,3.80836
1169,0.0113165,0.0103482,0.0122848,0.0117141,-5.554,-6.13934,-4.96866,0.712207,3.8082,532.643,-4.46981e+06,4.47087e+06,3.8082
1170,0.0114371,0.0104688,0.0124054,0.0117537,-5.554,-6.13984,-4.96816,0.71204,3.80743,532.907,-4.47363e+06,4.47469e+06,3.80743
1171,0.0115538,0.0105855,0.0125221,0.0117622,-5.554,-6.14034,-4.96766,0.712012,3.80866,533.089,-4.47744e+06,4.47851e+06,3.80866
1172,0.0116666,0.0106983,0.0126349,0.0119252,-5.554,-6.14084,-4.96716,0.711912,3.8068,533.273,-4.48126e+06,4.48233e+06,3.8068
1173,0.0117758,0.0108075,0.0127441,0.0120858,-5.554,-6.14134,-4.96666,0.711904,3.80674,533.389,-4.48508e+06,4.48615e+06,3.80674
1174,0.0118813,0.010913,0.0128496,0.0121551,-5.554,-6.14184,-4.96616,0.711912,3.80782,533.485,-4.4889e+06,4.48997e+06,3.80782
1175,0.0119833,0.011015,0.0129516,0.0123188,-5.554,-6.14234,-4.96566,0.711827,3.80707,533.597,-4.49272e+06,4.49379e+06,3.80707
1176,0.0120821,0.0111138,0.0130504,0.0123216,-5.554,-6.14284,-4.96516,0.711669,3.80667,533.655,-4.49654e+06,4.49761e+06,3.80667
1177,0.0121776,0.0112093,0.0131458,0.0124471,-5.554,-6.14334,-4.96466,0.711553,3.80678,533.702,-4.50036e+06,4.50142e+06,3.80678
1178,0.0122699,0.0113016,0.0132381,0.0125686,-5.554,-6.14384,-4.96416,0.711513,3.80573,533.741,-4.50418e+06,4.50524e+06,3.80573
1179,0.0123591,0.0113908,0.0133274,0.0127105,-5.554,-6.14434,-4.96366,0.71135,3.80599,533.807,-4.50799e+06,4.50906e+06,3.80599
1180,0.0124456,0.0114774,0.0134139,0.0127581,-5.554,-6.14484,-4.96316,0.711192,3.80534,533.862,-4.51181e+06,4.51288e+06,3.80534
1181,0.0125293,0.011561,0.0134976,0.0127608,-5.554,-6.14534,-4.96266,0.711035,3.80505,533.906,-4.51563e+06,4.5167e+06,3.80505
1182,0.0126103,0.011642,0.0135786,0.0128851,-5.554,-6.14584,-4.96216,0.710869,3.80593,533.943,-4.51945e+06,4.52052e+06,3.80593
1183,0.0126886,0.0117203,0.0136569,0.0129243,-5.554,-6.14634,-4.96166,0.710897,3.80499,533.938,-4.52327e+06,4.52434e+06,3.80499
1184,0.0127641,0.0117958,0.0137324,0.0129574,-5.554,-6.14684,-4.96116,0.710791,3.80494,533.969,-4.52709e+06,4.52815e+06,3.80494
1185,0.0128374,0.0118691,0.0138057,0.0129501,-5.554,-6.14734,-4.96066,0.710748,3.80486,533.959,-4.53091e+06,4.53197e+06,3.80486
1186,0.012908,0.0119397,0.0138763,0.0129668,-5.554,-6.14784,-4.96016,0.710669,3.80545,533.952,-4.53472e+06,4.53579e+06,3.80545
1187,0.0129764,0.0120081,0.0139447,0.0130279,-5.554,-6.14834,-4.95966,0.71056,3.80607,533.98,-4.53854e+06,4.53961e+06,3.80607
1188,0.0130427,0.0120744,0.014011,0.0131811,-5.554,-6.14884,-4.95916,0.710399,3.80431,534.003,-4.54236e+06,4.54343e+06,3.80431
1189,0.0131068,0.0121385,0.0140751,0.0132374,-5.554,-6.14934,-4.95866,0.710301,3.80381,534.022,-4.54618e+06,4.54725e+06,3.80381
1190,0.0131688,0.0122005,0.0141371,0.0133859,-5.554,-6.14984,-4.95816,0.710263,3.80434,534.037,-4.55e+06,4.55107e+06,3.80434
1191,0.0132288,0.0122605,0.0141971,0.0134673,-5.554,-6.15034,-4.95766,0.710205,3.80499,534.05,-4.55382e+06,4.55489e+06,3.80499
1192,0.0132868,0.0123185,0.0142551,0.013563,-5.554,-6.15084,-4.95716,0.710203,3.80336,534.095,-4.55764e+06,4.5587e+06,3.80336
1193,0.0133431,0.0123748,0.0143114,0.0135436,-5.554,-6.15134,-4.95666,0.710219,3.80361,534.063,-4.56145e+06,4.56252e+06,3.80361
1194,0.0133972,0.0124289,0.0143655,0.0135899,-5.554,-6.15184,-4.95616,0.710068,3.80469,534.036,-4.56527e+06,4.56634e+06,3.80469
1195,0.0134495,0.0124812,0.0144178,0.0137313,-5.554,-6.15234,-4.95566,0.70999,3.80295,534.049,-4.56909e+06,4.57016e+06,3.80295
1196,0.0135003,0.012532,0.0144686,0.0137423,-5.554,-6.15284,-4.95516,0.709917,3.80436,533.99,-4.57291e+06,4.57398e+06,3.80436
1197,0.013549,0.0125807,0.0145173,0.0138705,-5.554,-6.15334,-4.95466,0.709758,3.80451,533.977,-4.57673e+06,4.5778e+06,3.80451
1198,0.0135964,0.0126281,0.0145647,0.0138535,-5.554,-6.15384,-4.95416,0.709734,3.80425,533.966,-4.58055e+06,4.58161e+06,3.80425
1199,0.0136422,0.0126739,0.0146104,0.0137967,-5.554,-6.15434,-4.95366,0.709578,3.803,534.026,-4.58437e+06,4.58543e+06,3.803
1200,0.0136868,0.0127185,0.0146551,0.0138971,-5.554,-6.15484,-4.95316,0.709478,3.80376,534.006,-4.58818e+06,4.58925e+06,3.80376
1201,0.0137296,0.0127613,0.0146979,0.0139783,-5.554,-6.15534,-4.95266,0.709419,3.80366,534.058,-4.592e+06,4.59307e+06,3.80366
1202,0.0137714,0.0128031,0.0147397,0.0140514,-5.554,-6.15584,-4.95216,0.709255,3.80311,534.067,-4.59582e+06,4.59689e+06,3.80311
1203,0.0138116,0.0128433,0.0147799,0.0141207,-5.554,-6.15634,-4.95166,0.709168,3.80195,534.074,-4.59964e+06,4.60071e+06,3.80195
1204,0.0138505,0.0128822,0.0148188,0.014084,-5.554,-6.15684,-4.95116,0.709148,3.80301,534.045,-4.60346e+06,4.60453e+06,3.80301
1205,0.013888,0.0129197,0.0148563,0.0141312,-5.554,-6.15734,-4.95066,0.709078,3.80174,534.022,-4.60728e+06,4.60835e+06,3.80174
1206,0.0139242,0.0129559,0.0148925,0.0141945,-5.554,-6.15784,-4.95016,0.709089,3.8031,534.072,-4.6111e+06,4.61216e+06,3.8031
1207,0.0139596,0.0129913,0.0149279,0.0141594,-5.554,-6.15834,-4.94966,0.70911,3.80317,534.043,-4.61491e+06,4.61598e+06,3.80317
1208,0.0139935,0.0130252,0.0149618,0.0141176,-5.554,-6.15884,-4.94916,0.70898,3.80325,534.02,-4.61873e+06,4.6198e+06,3.80325
1209,0.0140262,0.0130579,0.0149945,0.0142202,-5.554,-6.15934,-4.94866,0.708998,3.80324,534.035,-4.62255e+06,4.62362e+06,3.80324
1210,0.0140581,0.0130898,0.0150264,0.0142657,-5.554,-6.15984,-4.94816,0.708982,3.80303,534.014,-4.62637e+06,4.62744e+06,3.80303
1211,0.0140888,0.0131205,0.015057,0.0142571,-5.554,-6.16034,-4.94766,0.708882,3.80183,534.03,-4.63019e+06,4.63126e+06,3.80183
1212,0.0141186,0.0131503,0.0150869,0.0143553,-5.554,-6.16084,-4.94716,0.70879,3.80177,534.009,-4.63401e+06,4.63507e+06,3.80177
1213,0.0141472,0.0131789,0.0151155,0.0144501,-5.554,-6.16134,-4.94666,0.708689,3.80134,533.992,-4.63783e+06,4.63889e+06,3.80134
1214,0.014175,0.0132067,0.0151433,0.0145203,-5.554,-6.16184,-4.94616,0.708537,3.80165,534.047,-4.64164e+06,4.64271e+06,3.80165
1215,0.0142021,0.0132338,0.0151704,0.0144492,-5.554,-6.16234,-4.94566,0.708537,3.80132,534.092,-4.64546e+06,4.64653e+06,3.80132
1216,0.0142284,0.0132601,0.0151967,0.0145444,-5.554,-6.16284,-4.94516,0.708539,3.80134,534.094,-4.64928e+06,4.65035e+06,3.80134
1217,0.0142537,0.0132854,0.015222,0.0146394,-5.554,-6.16334,-4.94466,0.7085,3.80127,534.096,-4.6531e+06,4.65417e+06,3.80127
1218,0.0142781,0.0133098,0.0152464,0.0146275,-5.554,-6.16384,-4.94416,0.708464,3.8021,534.098,-4.65692e+06,4.65799e+06,3.8021
1219,0.0143017,0.0133334,0.01527,0.0146901,-5.554,-6.16434,-4.94366,0.708477,3.80114,534.134,-4.66074e+06,4.66181e+06,3.80114
1220,0.0143247,0.0133564,0.015293,0.0146766,-5.554,-6.16484,-4.94316,0.708323,3.80099,534.163,-4.66456e+06,4.66562e+06,3.80099
1221,0.014347,0.0133787,0.0153153,0.0147436,-5.554,-6.16534,-4.94266,0.708165,3.8003,534.152,-4.66837e+06,4.66944e+06,3.8003
1222,0.0143683,0.0134,0.0153366,0.014807,-5.554,-6.16584,-4.94216,0.708101,3.80172,534.144,-4.67219e+06,4.67326e+06,3.80172
1223,0.014389,0.0134207,0.0153573,0.0148875,-5.554,-6.16634,-4.94166,0.70805,3.80003,534.137,-4.67601e+06,4.67708e+06,3.80003
1224,0.014409,0.0134407,0.0153773,0.0149008,-5.554,-6.16684,-4.94116,0.708008,3.80136,534.131,-4.67983e+06,4.6809e+06,3.80136
1225,0.0144283,0.01346,0.0153966,0.0148095,-5.554,-6.16734,-4.94066,0.708033,3.8019,534.126,-4.68365e+06,4.68472e+06,3.8019
1226,0.014447,0.0134787,0.0154153,0.0147237,-5.554,-6.16784,-4.94016,0.707873,3.80103,534.088,-4.68747e+06,4.68854e+06,3.80103
1227,0.0144649,0.0134966,0.0154332,0.0146579,-5.554,-6.16834,-4.93966,0.707845,3.76499,629.701,-4.69147e+06,4.69273e+06,3.76499
1228,0.0149744,0.0140061,0.0159427,0.0151581,-5.55406,-6.1689,-4.93922,0.707689,3.76354,708.06,-4.69544e+06,4.69686e+06,3.76354
1229,0.0154671,0.0144988,0.0164353,0.0157195,-5.55411,-6.16944,-4.93877,0.70763,3.76425,772.348,-4.69939e+06,4.70093e+06,3.76425
1230,0.0159437,0.0149754,0.016912,0.0161506,-5.55414,-6.16998,-4.93831,0.707536,3.76376,825.062,-4.70331e+06,4.70496e+06,3.76376
1231,0.0164048,0.0154365,0.0173731,0.0166903,-5.55417,-6.17051,-4.93784,0.707381,3.76235,868.32,-4.70721e+06,4.70895e+06,3.76235
1232,0.0168509,0.0158826,0.0178192,0.0171506,-5.5542,-6.17104,-4.93736,0.707338,3.76178,903.755,-4.7111e+06,4.71291e+06,3.76178
1233,0.0172822,0.0163139,0.0182505,0.0175485,-5.55422,-6.17156,-4.93688,0.70724,3.76215,932.774,-4.71498e+06,4.71684e+06,3.76215
1234,0.0176992,0.0167309,0.0186675,0.0179689,-5.55424,-6.17208,-4.9364,0.707078,3.76013,956.568,-4.71884e+06,4.72076e+06,3.76013
1235,0.0181025,0.0171342,0.0190708,0.0182822,-5.55425,-6.17259,-4.93592,0.707031,3.76141,976.076,-4.7227e+06,4.72465e+06,3.76141
1236,0.0184926,0.0175243,0.0194609,0.0186092,-5.55426,-6.1731,-4.93543,0.706879,3.75929,992.106,-4.72655e+06,4.72854e+06,3.75929
1237,0.0188701,0.0179018,0.0198384,0.0190682,-5.55427,-6.17361,-4.93494,0.70682,3.76048,1005.21,-4.7304e+06,4.73241e+06,3.76048
1238,0.019235,0.0182667,0.0202033,0.0193556,-5.55428,-6.17412,-4.93444,0.706664,3.75846,1015.96,-4.73424e+06,4.73627e+06,3.75846
1239,0.019588,0.0186197,0.0205563,0.0196751,-5.55429,-6.17463,-4.93395,0.706613,3.86649,737.948,-4.73751e+06,4.73899e+06,3.86649
1240,0.018454,0.0174857,0.0194223,0.0185617,-5.55412,-6.17496,-4.93329,0.706595,3.86701,510.095,-4.74088e+06,4.7419e+06,3.86701
1241,0.017357,0.0163887,0.0183253,0.017551,-5.55399,-6.17532,-4.93265,0.706642,3.86837,323.371,-4.74433e+06,4.74498e+06,3.86837
1242,0.0162961,0.0153278,0.0172644,0.0164323,-5.55388,-6.17571,-4.93204,0.706802,3.87041,170.28,-4.74784e+06,4.74818e+06,3.87041
1243,0.0152698,0.0143015,0.0162381,0.0153297,-5.55378,-6.17612,-4.93145,0.706779,3.87135,44.8176,-4.75141e+06,4.7515e+06,3.87135
1244,0.0142774,0.0133091,0.0152457,0.0143153,-5.55371,-6.17655,-4.93087,0.706915,3.87152,-58.0691,-4.75502e+06,4.75491e+06,3.87152
1245,0.0133173,0.012349,0.0142856,0.0133618,-5.55365,-6.17699,-4.93031,0.707007,3.8733,-142.452,-4.75867e+06,4.75839e+06,3.8733
1246,0.0123885,0.0114202,0.0133568,0.0124324,-5.5536,-6.17744,-4.92976,0.707057,3.87466,-211.564,-4.76235e+06,4.76193e+06,3.87466
1247,0.0114905,0.0105222,0.0124588,0.0115436,-5.55356,-6.17789,-4.92922,0.707046,3.83837,-172.769,-4.76625e+06,4.7659e+06,3.83837
1248,0.0111138,0.0101455,0.0120821,0.0110986,-5.55358,-6.17842,-4.92874,0.707135,3.83952,-140.968,-4.77013e+06,4.76984e+06,3.83952
1249,0.0107495,0.00978118,0.0117178,0.0107363,-5.5536,-6.17894,-4.92826,0.707129,3.83994,-114.893,-4.774e+06,4.77377e+06,3.83994
1250,0.0103971,0.00942879,0.0113654,0.0104161,-5.55361,-6.17945,-4.92778,0.707032,3.84027,-93.5111,-4.77786e+06,4.77767e+06,3.84027
1251,0.0100563,0.00908795,0.0110245,0.00998933,-5.55363,-6.17996,-4.92729,0.707002,3.841,-75.9789,-4.78171e+06,4.78156e+06,3.841
1252,0.00972659,0.00875829,0.0106949,0.00963142,-5.55364,-6.18048,-4.9268,0.707053,3.8403,-61.6031,-4.78555e+06,4.78543e+06,3.8403
1253,0.00940773,0.00843943,0.010376,0.00932719,-5.55365,-6.18098,-4.92631,0.706955,3.84101,-49.8155,-4.78939e+06,4.7893e+06,3.84101
1254,0.00909933,0.00813103,0.0100676,0.00909808,-5.55365,-6.18149,-4.92582,0.706955,3.84078,-40.1501,-4.79323e+06,4.79315e+06,3.84078
1255,0.00880103,0.00783274,0.00976933,0.00888561,-5.55366,-6.182,-4.92532,0.706856,3.84201,-32.225,-4.79706e+06,4.797e+06,3.84201
1256,0.00851252,0.00754422,0.00948082,0.00861712,-5.55366,-6.1825,-4.92483,0.706849,3.84112,-25.7267,-4.8009e+06,4.80084e+06,3.84112
1257,0.00823347,0.00726517,0.00920176,0.00826379,-5.55367,-6.18301,-4.92433,0.706853,3.84285,-20.3984,-4.80472e+06,4.80468e+06,3.84285
1258,0.00796356,0.00699526,0.00893186,0.00805332,-5.55367,-6.18351,-4.92383,0.70686,3.84177,-16.0295,-4.80855e+06,4.80852e+06,3.84177
1259,0.0077025,0.00673421,0.0086708,0.00771366,-5.55367,-6.18401,-4.92334,0.706928,3.84316,-12.4471,-4.81237e+06,4.81235e+06,3.84316
1260,0.00745,0.00648171,0.0084183,0.00751732,-5.55368,-6.18451,-4.92284,0.706955,3.8434,-9.50983,-4.8162e+06,4.81618e+06,3.8434
1261,0.00720578,0.00623749,0.00817408,0.00719592,-5.55368,-6.18501,-4.92234,0.706967,3.84436,-7.10134,-4.82002e+06,4.82e+06,3.84436
1262,0.00696957,0.00600127,0.00793787,0.00698072,-5.55368,-6.18552,-4.92184,0.706971,3.80857,90.3355,-4.82403e+06,4.82421e+06,3.80857
1263,0.00723278,0.00626449,0.00820108,0.00730891,-5.55374,-6.18607,-4.9214,0.706813,3.80816,170.262,-4.82801e+06,4.82835e+06,3.80816
1264,0.00748755,0.00651925,0.00845584,0.00754372,-5.55378,-6.18662,-4.92095,0.70672,3.80655,235.768,-4.83197e+06,4.83244e+06,3.80655
1265,0.00773378,0.00676548,0.00870208,0.00781727,-5.55382,-6.18716,-4.92049,0.706658,3.80685,289.484,-4.83589e+06,4.83647e+06,3.80685
1266,0.00797194,0.00700365,0.00894024,0.00812764,-5.55386,-6.18769,-4.92002,0.706646,3.80567,333.53,-4.8398e+06,4.84047e+06,3.80567
1267,0.0082023,0.007234,0.00917059,0.00842784,-5.55388,-6.18822,-4.91954,0.706497,3.80583,369.646,-4.84369e+06,4.84443e+06,3.80583
1268,0.0084251,0.0074568,0.0093934,0.00859557,-5.5539,-6.18874,-4.91907,0.706448,3.80524,399.26,-4.84757e+06,4.84837e+06,3.80524
1269,0.0086406,0.0076723,0.00960889,0.00881945,-5.55392,-6.18926,-4.91858,0.706304,3.80469,423.577,-4.85144e+06,4.85229e+06,3.80469
1270,0.00884921,0.00788091,0.0098175,0.0090937,-5.55394,-6.18977,-4.9181,0.706276,3.80496,443.446,-4.8553e+06,4.85619e+06,3.80496
1271,0.00905062,0.00808232,0.0100189,0.00930781,-5.55395,-6.19028,-4.91761,0.706165,3.80416,459.806,-4.85915e+06,4.86007e+06,3.80416
1272,0.00924579,0.00827749,0.0102141,0.00946874,-5.55396,-6.19079,-4.91712,0.70614,3.80462,473.186,-4.863e+06,4.86394e+06,3.80462
1273,0.00943438,0.00846608,0.0104027,0.00965474,-5.55397,-6.1913,-4.91663,0.705989,3.80483,484.157,-4.86684e+06,4.86781e+06,3.80483
1274,0.00961679,0.00864849,0.0105851,0.00974179,-5.55397,-6.19181,-4.91613,0.705968,3.80413,493.117,-4.87067e+06,4.87166e+06,3.80413
1275,0.00979304,0.00882475,0.0107613,0.0100064,-5.55398,-6.19231,-4.91564,0.705815,3.80349,500.499,-4.87451e+06,4.87551e+06,3.80349
1276,0.00996369,0.0089954,0.010932,0.010249,-5.55398,-6.19282,-4.91514,0.705789,3.8042,506.551,-4.87834e+06,4.87935e+06,3.8042
1277,0.0101288,0.00916045,0.011097,0.0104299,-5.55399,-6.19332,-4.91465,0.70564,3.80385,511.513,-4.88217e+06,4.88319e+06,3.80385
1278,0.0102884,0.0093201,0.0112567,0.0105204,-5.55399,-6.19383,-4.91415,0.705473,3.80285,515.547,-4.88599e+06,4.88703e+06,3.80285
1279,0.0104426,0.00947433,0.0114109,0.0107467,-5.55399,-6.19433,-4.91365,0.705502,3.80355,518.924,-4.88982e+06,4.89086e+06,3.80355
1280,0.0105922,0.00962386,0.0115605,0.0109542,-5.55399,-6.19483,-4.91316,0.705341,3.80245,521.623,-4.89364e+06,4.89469e+06,3.80245
1281,0.0107364,0.00976814,0.0117047,0.0110464,-5.55399,-6.19533,-4.91266,0.705362,3.80204,523.905,-4.89747e+06,4.89851e+06,3.80204
1282,0.0108763,0.00990804,0.0118446,0.0112074,-5.554,-6.19583,-4.91216,0.705207,3.8022,525.742,-4.90129e+06,4.90234e+06,3.8022
1283,0.0110115,0.0100432,0.0119798,0.0112824,-5.554,-6.19633,-4.91166,0.705167,3.8011,527.283,-4.90511e+06,4.90617e+06,3.8011
1284,0.0111424,0.0101741,0.0121107,0.011359,-5.554,-6.19683,-4.91116,0.705124,3.80174,528.511,-4.90893e+06,4.90999e+06,3.80174
1285,0.0112688,0.0103005,0.0122371,0.0114034,-5.554,-6.19734,-4.91066,0.705063,3.80134,529.553,-4.91275e+06,4.91381e+06,3.80134
1286,0.0113912,0.0104229,0.0123595,0.0114347,-5.554,-6.19784,-4.91016,0.704947,3.80057,530.338,-4.91657e+06,4.91763e+06,3.80057
1287,0.0115093,0.010541,0.0124776,0.0116053,-5.554,-6.19834,-4.90966,0.704935,3.80119,531.051,-4.92039e+06,4.92146e+06,3.80119
1288,0.0116239,0.0106556,0.0125922,0.0116853,-5.554,-6.19884,-4.90916,0.704868,3.80027,531.6,-4.92421e+06,4.92528e+06,3.80027
1289,0.0117345,0.0107662,0.0127028,0.0118485,-5.554,-6.19934,-4.90866,0.704844,3.8016,532.12,-4.92803e+06,4.9291e+06,3.8016
1290,0.0118419,0.0108736,0.0128101,0.0118693,-5.554,-6.19984,-4.90816,0.704857,3.80021,532.443,-4.93185e+06,4.93292e+06,3.80021
1291,0.0119452,0.0109769,0.0129135,0.0119377,-5.554,-6.20034,-4.90766,0.704826,3.80168,532.811,-4.93567e+06,4.93674e+06,3.80168
1292,0.0120456,0.0110773,0.0130139,0.0120077,-5.554,-6.20084,-4.90716,0.704699,3.80124,533.044,-4.93949e+06,4.94056e+06,3.80124
1293,0.0121424,0.0111741,0.0131107,0.0121026,-5.554,-6.20134,-4.90666,0.704704,3.80153,533.234,-4.94331e+06,4.94438e+06,3.80153
1294,0.012236,0.0112677,0.0132043,0.0122283,-5.554,-6.20184,-4.90616,0.704657,3.79993,533.391,-4.94713e+06,4.94819e+06,3.79993
1295,0.0123266,0.0113583,0.0132949,0.0122575,-5.554,-6.20234,-4.90566,0.704649,3.80084,533.519,-4.95095e+06,4.95201e+06,3.80084
1296,0.0124142,0.0114459,0.0133825,0.0124248,-5.554,-6.20284,-4.90516,0.704674,3.79984,533.658,-4.95477e+06,4.95583e+06,3.79984
1297,0.0124991,0.0115308,0.0134674,0.0124307,-5.554,-6.20334,-4.90466,0.704561,3.79935,533.704,-4.95858e+06,4.95965e+06,3.79935
1298,0.0125808,0.0116125,0.0135491,0.0124653,-5.554,-6.20384,-4.90416,0.704484,3.54762,1202.86,-4.96382e+06,4.96622e+06,3.54762
